DATA_PRELIEVO_DIAGNOSI,CASI,iss_date
28/05/2022,14899,22/08/2022
28/06/2020,66,22/08/2022
28/06/2021,840,22/08/2022
28/06/2022,80143,22/08/2022
28/07/2020,319,22/08/2022
28/07/2021,6186,22/08/2022
28/07/2022,52481,22/08/2022
28/08/2020,1465,22/08/2022
28/08/2021,5612,22/08/2022
28/09/2020,2280,22/08/2022
28/09/2021,3687,22/08/2022
28/10/2020,34305,22/08/2022
28/10/2021,5101,22/08/2022
28/11/2020,18242,22/08/2022
28/11/2021,5777,22/08/2022
28/12/2020,19236,22/08/2022
28/12/2021,131811,22/08/2022
29/01/2020,<5,22/08/2022
29/01/2021,13034,22/08/2022
29/01/2022,103397,22/08/2022
29/02/2020,373,22/08/2022
29/03/2020,3011,22/08/2022
29/03/2021,22445,22/08/2022
29/03/2022,79417,22/08/2022
29/04/2020,2328,22/08/2022
29/04/2021,12454,22/08/2022
29/04/2022,53908,22/08/2022
29/05/2020,386,22/08/2022
29/05/2021,2706,22/08/2022
29/05/2022,7067,22/08/2022
29/06/2020,231,22/08/2022
29/06/2021,805,22/08/2022
29/06/2022,84807,22/08/2022
29/07/2020,473,22/08/2022
29/07/2021,5961,22/08/2022
29/07/2022,49445,22/08/2022
29/08/2020,1080,22/08/2022
29/08/2021,2911,22/08/2022
29/09/2020,2331,22/08/2022
29/09/2021,3470,22/08/2022
29/10/2020,33378,22/08/2022
29/10/2021,5101,22/08/2022
29/11/2020,8258,22/08/2022
29/11/2021,16246,22/08/2022
29/12/2020,24227,22/08/2022
29/12/2021,162362,22/08/2022
30/01/2021,10291,22/08/2022
30/01/2022,46875,22/08/2022
30/03/2020,5086,22/08/2022
30/03/2021,23476,22/08/2022
30/03/2022,77182,22/08/2022
30/04/2020,2267,22/08/2022
30/04/2021,12953,22/08/2022
30/04/2022,40910,22/08/2022
30/05/2020,286,22/08/2022
30/05/2021,1194,22/08/2022
30/05/2022,26052,22/08/2022
30/06/2020,203,22/08/2022
30/06/2021,883,22/08/2022
30/06/2022,86498,22/08/2022
30/07/2020,384,22/08/2022
30/07/2021,6218,22/08/2022
30/07/2022,38240,22/08/2022
30/08/2020,575,22/08/2022
30/08/2021,6881,22/08/2022
30/09/2020,2626,22/08/2022
30/09/2021,3319,22/08/2022
30/10/2020,35608,22/08/2022
30/10/2021,4588,22/08/2022
30/11/2020,22588,22/08/2022
30/11/2021,16422,22/08/2022
30/12/2020,23980,22/08/2022
30/12/2021,170406,22/08/2022
31/01/2021,4826,22/08/2022
31/01/2022,153144,22/08/2022
31/03/2020,5361,22/08/2022
31/03/2021,22299,22/08/2022
31/03/2022,74130,22/08/2022
31/05/2020,89,22/08/2022
31/05/2021,2979,22/08/2022
31/05/2022,18571,22/08/2022
31/07/2020,324,22/08/2022
31/07/2021,4975,22/08/2022
31/07/2022,15939,22/08/2022
31/08/2020,1426,22/08/2022
31/08/2021,7100,22/08/2022
31/10/2020,25831,22/08/2022
31/10/2021,2207,22/08/2022
31/12/2020,19239,22/08/2022
31/12/2021,142660,22/08/2022
