DATARICOVERO1,RICOVERI,iss_date
29/06/2022,796,22/08/2022
29/07/2020,79,22/08/2022
29/07/2021,212,22/08/2022
29/07/2022,666,22/08/2022
29/08/2020,114,22/08/2022
29/08/2021,322,22/08/2022
29/09/2020,289,22/08/2022
29/09/2021,170,22/08/2022
29/10/2020,2115,22/08/2022
29/10/2021,253,22/08/2022
29/11/2020,1373,22/08/2022
29/11/2021,514,22/08/2022
29/12/2020,1410,22/08/2022
29/12/2021,1353,22/08/2022
30/01/2021,904,22/08/2022
30/01/2022,1080,22/08/2022
30/03/2020,1689,22/08/2022
30/03/2021,1759,22/08/2022
30/03/2022,818,22/08/2022
30/04/2020,381,22/08/2022
30/04/2021,890,22/08/2022
30/04/2022,531,22/08/2022
30/05/2020,91,22/08/2022
30/05/2021,183,22/08/2022
30/05/2022,331,22/08/2022
30/06/2020,77,22/08/2022
30/06/2021,66,22/08/2022
30/06/2022,834,22/08/2022
30/07/2020,66,22/08/2022
30/07/2021,256,22/08/2022
30/07/2022,590,22/08/2022
30/08/2020,117,22/08/2022
30/08/2021,326,22/08/2022
30/09/2020,267,22/08/2022
30/09/2021,179,22/08/2022
30/10/2020,2298,22/08/2022
30/10/2021,247,22/08/2022
30/11/2020,1601,22/08/2022
30/11/2021,480,22/08/2022
30/12/2020,1342,22/08/2022
30/12/2021,1249,22/08/2022
31/01/2021,828,22/08/2022
31/01/2022,1444,22/08/2022
31/03/2020,1597,22/08/2022
31/03/2021,1718,22/08/2022
31/03/2022,879,22/08/2022
31/05/2020,60,22/08/2022
31/05/2021,220,22/08/2022
31/05/2022,344,22/08/2022
31/07/2020,88,22/08/2022
31/07/2021,231,22/08/2022
31/07/2022,476,22/08/2022
31/08/2020,145,22/08/2022
31/08/2021,347,22/08/2022
31/10/2020,2070,22/08/2022
31/10/2021,236,22/08/2022
31/12/2020,1372,22/08/2022
31/12/2021,1343,22/08/2022
,21135943,22/08/2022
