DATA_PRELIEVO_DIAGNOSI,CASI,iss_date
02/12/2020,21657,05/10/2022
02/12/2021,17052,05/10/2022
03/01/2021,8412,05/10/2022
03/01/2022,229350,05/10/2022
03/02/2021,13405,05/10/2022
03/02/2022,94066,05/10/2022
03/03/2020,802,05/10/2022
03/03/2021,24021,05/10/2022
03/03/2022,40614,05/10/2022
03/04/2020,4445,05/10/2022
03/04/2021,15578,05/10/2022
03/04/2022,25941,05/10/2022
03/05/2020,506,05/10/2022
03/05/2021,11509,05/10/2022
03/05/2022,47219,05/10/2022
03/06/2020,358,05/10/2022
03/06/2021,2748,05/10/2022
03/06/2022,24625,05/10/2022
03/07/2020,244,05/10/2022
03/07/2021,832,05/10/2022
03/07/2022,33999,05/10/2022
03/08/2020,423,05/10/2022
03/08/2021,7136,05/10/2022
03/08/2022,42298,05/10/2022
03/09/2020,1609,05/10/2022
03/09/2021,6268,05/10/2022
03/09/2022,13592,05/10/2022
03/10/2020,2618,05/10/2022
03/10/2021,1074,05/10/2022
03/10/2022,41092,05/10/2022
03/11/2020,38446,05/10/2022
03/11/2021,6677,05/10/2022
03/12/2020,20260,05/10/2022
03/12/2021,17526,05/10/2022
04/01/2021,23024,05/10/2022
04/01/2022,218352,05/10/2022
04/02/2021,13340,05/10/2022
04/02/2022,91361,05/10/2022
04/03/2020,1076,05/10/2022
04/03/2021,22902,05/10/2022
04/03/2022,42987,05/10/2022
04/04/2020,3666,05/10/2022
04/04/2021,5671,05/10/2022
04/04/2022,96590,05/10/2022
04/05/2020,1455,05/10/2022
04/05/2021,11418,05/10/2022
04/05/2022,47118,05/10/2022
04/06/2020,361,05/10/2022
04/06/2021,2986,05/10/2022
04/06/2022,15537,05/10/2022
04/07/2020,225,05/10/2022
04/07/2021,405,05/10/2022
04/07/2022,148442,05/10/2022
04/08/2020,394,05/10/2022
04/08/2021,7163,05/10/2022
04/08/2022,37548,05/10/2022
04/09/2020,1651,05/10/2022
04/09/2021,4646,05/10/2022
04/09/2022,5775,05/10/2022
04/10/2020,1764,05/10/2022
04/10/2021,3130,05/10/2022
04/10/2022,22997,05/10/2022
04/11/2020,41743,05/10/2022
04/11/2021,7203,05/10/2022
04/12/2020,20512,05/10/2022
04/12/2021,14603,05/10/2022
05/01/2021,24939,05/10/2022
05/01/2022,220386,05/10/2022
05/02/2021,13661,05/10/2022
05/02/2022,73873,05/10/2022
05/03/2020,1302,05/10/2022
05/03/2021,24407,05/10/2022
05/03/2022,37878,05/10/2022
05/04/2020,2600,05/10/2022
05/04/2021,7258,05/10/2022
05/04/2022,69662,05/10/2022
05/05/2020,1537,05/10/2022
05/05/2021,10807,05/10/2022
05/05/2022,43856,05/10/2022
05/06/2020,385,05/10/2022
05/06/2021,2078,05/10/2022
05/06/2022,8127,05/10/2022
05/07/2020,77,05/10/2022
05/07/2021,1142,05/10/2022
05/07/2022,108312,05/10/2022
05/08/2020,509,05/10/2022
05/08/2021,6424,05/10/2022
05/08/2022,34957,05/10/2022
05/09/2020,1155,05/10/2022
05/09/2021,2383,05/10/2022
05/09/2022,26090,05/10/2022
05/10/2020,4683,05/10/2022
05/10/2021,3212,05/10/2022
05/10/2022,100,05/10/2022
05/11/2020,40685,05/10/2022
05/11/2021,7340,05/10/2022
05/12/2020,15447,05/10/2022
05/12/2021,6975,05/10/2022
06/01/2021,9148,05/10/2022
06/01/2022,74491,05/10/2022
06/02/2020,<5,05/10/2022
06/02/2021,10789,05/10/2022
06/02/2022,33949,05/10/2022
06/03/2020,1531,05/10/2022
06/03/2021,18217,05/10/2022
06/03/2022,19952,05/10/2022
06/04/2020,4092,05/10/2022
06/04/2021,18545,05/10/2022
06/04/2022,72156,05/10/2022
06/05/2020,1440,05/10/2022
06/05/2021,9537,05/10/2022
06/05/2022,41492,05/10/2022
06/06/2020,203,05/10/2022
06/06/2021,967,05/10/2022
06/06/2022,30875,05/10/2022
06/07/2020,237,05/10/2022
06/07/2021,1387,05/10/2022
06/07/2022,110455,05/10/2022
06/08/2020,400,05/10/2022
06/08/2021,7131,05/10/2022
06/08/2022,26825,05/10/2022
06/09/2020,561,05/10/2022
06/09/2021,5806,05/10/2022
06/09/2022,17144,05/10/2022
06/10/2020,4957,05/10/2022
06/10/2021,2917,05/10/2022
06/11/2020,42031,05/10/2022
06/11/2021,5810,05/10/2022
06/12/2020,6361,05/10/2022
06/12/2021,19960,05/10/2022
07/01/2021,21591,05/10/2022
07/01/2022,243828,05/10/2022
07/02/2021,4837,05/10/2022
07/02/2022,111417,05/10/2022
07/03/2020,1481,05/10/2022
07/03/2021,8052,05/10/2022
07/03/2022,67739,05/10/2022
07/04/2020,4142,05/10/2022
07/04/2021,19272,05/10/2022
07/04/2022,66767,05/10/2022
07/05/2020,1389,05/10/2022
07/05/2021,9545,05/10/2022
07/05/2022,32339,05/10/2022
07/06/2020,84,05/10/2022
07/06/2021,2216,05/10/2022
07/06/2022,22845,05/10/2022
07/07/2020,226,05/10/2022
07/07/2021,1221,05/10/2022
07/07/2022,100232,05/10/2022
07/08/2020,499,05/10/2022
07/08/2021,5110,05/10/2022
07/08/2022,10986,05/10/2022
07/09/2020,1547,05/10/2022
07/09/2021,6007,05/10/2022
07/09/2022,17107,05/10/2022
07/10/2020,5485,05/10/2022
07/10/2021,2810,05/10/2022
07/11/2020,30457,05/10/2022
07/11/2021,2685,05/10/2022
07/12/2020,19557,05/10/2022
07/12/2021,20407,05/10/2022
08/01/2021,21213,05/10/2022
08/01/2022,161879,05/10/2022
08/02/2021,13944,05/10/2022
08/02/2022,78956,05/10/2022
08/03/2020,1450,05/10/2022
08/03/2021,24021,05/10/2022
08/03/2022,50817,05/10/2022
08/04/2020,4794,05/10/2022
08/04/2021,17723,05/10/2022
08/04/2022,65549,05/10/2022
08/05/2020,1380,05/10/2022
08/05/2021,7423,05/10/2022
08/05/2022,15209,05/10/2022
08/06/2020,300,05/10/2022
08/06/2021,2156,05/10/2022
08/06/2022,23675,05/10/2022
08/07/2020,289,05/10/2022
08/07/2021,1399,05/10/2022
08/07/2022,102852,05/10/2022
08/08/2020,346,05/10/2022
08/08/2021,3022,05/10/2022
08/08/2022,45778,05/10/2022
08/09/2020,1615,05/10/2022
08/09/2021,5421,05/10/2022
08/09/2022,15235,05/10/2022
08/10/2020,6209,05/10/2022
08/10/2021,2699,05/10/2022
08/11/2020,15680,05/10/2022
08/11/2021,8195,05/10/2022
08/12/2020,7719,05/10/2022
08/12/2021,10185,05/10/2022
09/01/2021,15640,05/10/2022
09/01/2022,75073,05/10/2022
09/02/2021,14683,05/10/2022
09/02/2022,73678,05/10/2022
09/03/2020,2239,05/10/2022
09/03/2021,26064,05/10/2022
09/03/2022,56423,05/10/2022
09/04/2020,4687,05/10/2022
09/04/2021,17338,05/10/2022
09/04/2022,54586,05/10/2022
09/05/2020,731,05/10/2022
09/05/2021,3609,05/10/2022
09/05/2022,60446,05/10/2022
09/06/2020,368,05/10/2022
09/06/2021,1851,05/10/2022
09/06/2022,22803,05/10/2022
09/07/2020,220,05/10/2022
09/07/2021,1498,05/10/2022
09/07/2022,82241,05/10/2022
09/08/2020,198,05/10/2022
09/08/2021,7055,05/10/2022
09/08/2022,30163,05/10/2022
09/09/2020,1637,05/10/2022
09/09/2021,4976,05/10/2022
09/09/2022,15692,05/10/2022
09/10/2020,7004,05/10/2022
09/10/2021,2112,05/10/2022
09/11/2020,39372,05/10/2022
09/11/2021,8838,05/10/2022
09/12/2020,20167,05/10/2022
09/12/2021,21604,05/10/2022
10/01/2021,7015,05/10/2022
10/01/2022,253234,05/10/2022
10/02/2021,13938,05/10/2022
10/02/2022,63948,05/10/2022
10/03/2020,2451,05/10/2022
10/03/2021,25824,05/10/2022
10/03/2022,56010,05/10/2022
10/04/2020,5131,05/10/2022
10/04/2021,14067,05/10/2022
10/04/2022,23962,05/10/2022
10/05/2020,336,05/10/2022
10/05/2021,8154,05/10/2022
10/05/2022,41703,05/10/2022
10/06/2020,394,05/10/2022
10/06/2021,1806,05/10/2022
10/06/2022,22936,05/10/2022
10/07/2020,255,05/10/2022
10/07/2021,1409,05/10/2022
10/07/2022,35342,05/10/2022
10/08/2020,501,05/10/2022
10/08/2021,7507,05/10/2022
10/08/2022,28303,05/10/2022
10/09/2020,1667,05/10/2022
10/09/2021,5108,05/10/2022
10/09/2022,12423,05/10/2022
10/10/2020,6060,05/10/2022
10/10/2021,1228,05/10/2022
10/11/2020,40880,05/10/2022
10/11/2021,8441,05/10/2022
10/12/2020,20714,05/10/2022
10/12/2021,22982,05/10/2022
11/01/2021,17111,05/10/2022
11/01/2022,205801,05/10/2022
11/02/2021,13479,05/10/2022
11/02/2022,61099,05/10/2022
11/03/2020,2777,05/10/2022
11/03/2021,25817,05/10/2022
11/03/2022,57813,05/10/2022
11/04/2020,3431,05/10/2022
11/04/2021,6746,05/10/2022
11/04/2022,90019,05/10/2022
11/05/2020,873,05/10/2022
11/05/2021,8295,05/10/2022
11/05/2022,42177,05/10/2022
11/06/2020,449,05/10/2022
11/06/2021,1825,05/10/2022
11/06/2022,19328,05/10/2022
11/07/2020,164,05/10/2022
11/07/2021,798,05/10/2022
11/07/2022,154955,05/10/2022
11/08/2020,540,05/10/2022
11/08/2021,7023,05/10/2022
11/08/2022,25549,05/10/2022
11/09/2020,1619,05/10/2022
11/09/2021,3947,05/10/2022
11/09/2022,5727,05/10/2022
11/10/2020,3424,05/10/2022
11/10/2021,3060,05/10/2022
11/11/2020,39788,05/10/2022
11/11/2021,8175,05/10/2022
11/12/2020,19822,05/10/2022
11/12/2021,19491,05/10/2022
12/01/2021,16546,05/10/2022
12/01/2022,189556,05/10/2022
12/02/2021,13171,05/10/2022
12/02/2022,50001,05/10/2022
12/03/2020,3144,05/10/2022
12/03/2021,25417,05/10/2022
12/03/2022,51048,05/10/2022
12/04/2020,1918,05/10/2022
12/04/2021,16879,05/10/2022
12/04/2022,61956,05/10/2022
12/05/2020,915,05/10/2022
12/05/2021,7518,05/10/2022
12/05/2022,38346,05/10/2022
12/06/2020,369,05/10/2022
12/06/2021,1185,05/10/2022
12/06/2022,10081,05/10/2022
12/07/2020,65,05/10/2022
12/07/2021,2006,05/10/2022
12/07/2022,111218,05/10/2022
12/08/2020,631,05/10/2022
12/08/2021,7143,05/10/2022
12/08/2022,24684,05/10/2022
12/09/2020,1223,05/10/2022
12/09/2021,1834,05/10/2022
12/09/2022,25672,05/10/2022
12/10/2020,9595,05/10/2022
12/10/2021,2836,05/10/2022
12/11/2020,39296,05/10/2022
12/11/2021,9145,05/10/2022
12/12/2020,14336,05/10/2022
12/12/2021,9327,05/10/2022
13/01/2021,15524,05/10/2022
13/01/2022,176707,05/10/2022
13/02/2021,9856,05/10/2022
13/02/2022,24160,05/10/2022
13/03/2020,4102,05/10/2022
13/03/2021,20124,05/10/2022
13/03/2022,26607,05/10/2022
13/04/2020,2270,05/10/2022
13/04/2021,17357,05/10/2022
13/04/2022,65756,05/10/2022
13/05/2020,890,05/10/2022
13/05/2021,6722,05/10/2022
13/05/2022,36524,05/10/2022
13/06/2020,214,05/10/2022
13/06/2021,567,05/10/2022
13/06/2022,43227,05/10/2022
13/07/2020,192,05/10/2022
13/07/2021,2612,05/10/2022
13/07/2022,108755,05/10/2022
13/08/2020,549,05/10/2022
13/08/2021,7010,05/10/2022
13/08/2022,19475,05/10/2022
13/09/2020,597,05/10/2022
13/09/2021,4938,05/10/2022
13/09/2022,17482,05/10/2022
13/10/2020,10482,05/10/2022
13/10/2021,2712,05/10/2022
13/11/2020,40105,05/10/2022
13/11/2021,7752,05/10/2022
13/12/2020,5776,05/10/2022
13/12/2021,25930,05/10/2022
14/01/2021,14715,05/10/2022
14/01/2022,181814,05/10/2022
14/02/2021,4405,05/10/2022
14/02/2022,78028,05/10/2022
14/03/2020,3533,05/10/2022
14/03/2021,8954,05/10/2022
14/03/2022,97883,05/10/2022
14/04/2020,3278,05/10/2022
14/04/2021,16358,05/10/2022
14/04/2022,62765,05/10/2022
14/05/2020,900,05/10/2022
14/05/2021,6580,05/10/2022
14/05/2022,27246,05/10/2022
14/06/2020,68,05/10/2022
14/06/2021,1468,05/10/2022
14/06/2022,34087,05/10/2022
14/07/2020,243,05/10/2022
14/07/2021,2637,05/10/2022
14/07/2022,97104,05/10/2022
14/08/2020,634,05/10/2022
14/08/2021,5174,05/10/2022
14/08/2022,9826,05/10/2022
14/09/2020,1669,05/10/2022
14/09/2021,5206,05/10/2022
14/09/2022,17821,05/10/2022
14/10/2020,11497,05/10/2022
14/10/2021,2788,05/10/2022
14/11/2020,29149,05/10/2022
14/11/2021,3571,05/10/2022
14/12/2020,18199,05/10/2022
14/12/2021,26585,05/10/2022
15/01/2021,14418,05/10/2022
15/01/2022,145664,05/10/2022
15/02/2021,13029,05/10/2022
15/02/2022,56649,05/10/2022
15/03/2020,2848,05/10/2022
15/03/2021,24486,05/10/2022
15/03/2022,75760,05/10/2022
15/04/2020,3947,05/10/2022
15/04/2021,15022,05/10/2022
15/04/2022,64317,05/10/2022
15/05/2020,791,05/10/2022
15/05/2021,5051,05/10/2022
15/05/2022,11703,05/10/2022
15/06/2020,276,05/10/2022
15/06/2021,1333,05/10/2022
15/06/2022,38012,05/10/2022
15/07/2020,240,05/10/2022
15/07/2021,3204,05/10/2022
15/07/2022,92638,05/10/2022
15/08/2020,324,05/10/2022
15/08/2021,2364,05/10/2022
15/08/2022,8340,05/10/2022
15/09/2020,1829,05/10/2022
15/09/2021,4868,05/10/2022
15/09/2022,17595,05/10/2022
15/10/2020,12236,05/10/2022
15/10/2021,2992,05/10/2022
15/11/2020,14589,05/10/2022
15/11/2021,10321,05/10/2022
15/12/2020,18616,05/10/2022
15/12/2021,26819,05/10/2022
16/01/2021,10940,05/10/2022
16/01/2022,64836,05/10/2022
16/02/2021,14149,05/10/2022
16/02/2022,57584,05/10/2022
16/03/2020,4817,05/10/2022
16/03/2021,26017,05/10/2022
16/03/2022,83655,05/10/2022
16/04/2020,3704,05/10/2022
16/04/2021,15137,05/10/2022
16/04/2022,53492,05/10/2022
16/05/2020,607,05/10/2022
16/05/2021,2171,05/10/2022
16/05/2022,47879,05/10/2022
16/06/2020,280,05/10/2022
16/06/2021,1232,05/10/2022
16/06/2022,37826,05/10/2022
16/07/2020,264,05/10/2022
16/07/2021,3715,05/10/2022
16/07/2022,70217,05/10/2022
16/08/2020,299,05/10/2022
16/08/2021,6735,05/10/2022
16/08/2022,38862,05/10/2022
16/09/2020,1615,05/10/2022
16/09/2021,4296,05/10/2022
16/09/2022,17362,05/10/2022
16/10/2020,13817,05/10/2022
16/10/2021,2402,05/10/2022
16/11/2020,36697,05/10/2022
16/11/2021,11408,05/10/2022
16/12/2020,17032,05/10/2022
16/12/2021,27475,05/10/2022
17/01/2021,5029,05/10/2022
17/01/2022,240047,05/10/2022
17/02/2021,14122,05/10/2022
17/02/2022,52228,05/10/2022
17/03/2020,5346,05/10/2022
17/03/2021,24914,05/10/2022
17/03/2022,79062,05/10/2022
17/04/2020,3498,05/10/2022
17/04/2021,11464,05/10/2022
17/04/2022,16529,05/10/2022
17/05/2020,299,05/10/2022
17/05/2021,5513,05/10/2022
17/05/2022,30772,05/10/2022
17/06/2020,303,05/10/2022
17/06/2021,1123,05/10/2022
17/06/2022,38783,05/10/2022
17/07/2020,284,05/10/2022
17/07/2021,2990,05/10/2022
17/07/2022,29153,05/10/2022
17/08/2020,702,05/10/2022
17/08/2021,7749,05/10/2022
17/08/2022,26338,05/10/2022
17/09/2020,1759,05/10/2022
17/09/2021,4461,05/10/2022
17/09/2022,13763,05/10/2022
17/10/2020,11922,05/10/2022
17/10/2021,1228,05/10/2022
17/11/2020,38546,05/10/2022
17/11/2021,10743,05/10/2022
17/12/2020,16584,05/10/2022
17/12/2021,30120,05/10/2022
18/01/2021,14598,05/10/2022
18/01/2022,194944,05/10/2022
18/02/2021,14678,05/10/2022
18/02/2022,50486,05/10/2022
18/03/2020,5691,05/10/2022
18/03/2021,24122,05/10/2022
18/03/2022,75824,05/10/2022
18/04/2020,2640,05/10/2022
18/04/2021,5803,05/10/2022
18/04/2022,25615,05/10/2022
18/05/2020,655,05/10/2022
18/05/2021,5839,05/10/2022
18/05/2022,30645,05/10/2022
18/06/2020,233,05/10/2022
18/06/2021,1087,05/10/2022
18/06/2022,31453,05/10/2022
18/07/2020,172,05/10/2022
18/07/2021,1756,05/10/2022
18/07/2022,128383,05/10/2022
18/08/2020,927,05/10/2022
18/08/2021,7384,05/10/2022
18/08/2022,24428,05/10/2022
18/09/2020,1930,05/10/2022
18/09/2021,3484,05/10/2022
18/09/2022,6513,05/10/2022
18/10/2020,6424,05/10/2022
18/10/2021,3767,05/10/2022
18/11/2020,37061,05/10/2022
18/11/2021,11135,05/10/2022
18/12/2020,17038,05/10/2022
18/12/2021,24423,05/10/2022
19/01/2021,14627,05/10/2022
19/01/2022,190260,05/10/2022
19/02/2021,15498,05/10/2022
19/02/2022,42013,05/10/2022
19/03/2020,5683,05/10/2022
19/03/2021,23642,05/10/2022
19/03/2022,61943,05/10/2022
19/04/2020,1386,05/10/2022
19/04/2021,14761,05/10/2022
19/04/2022,109981,05/10/2022
19/05/2020,720,05/10/2022
19/05/2021,5121,05/10/2022
19/05/2022,26798,05/10/2022
19/06/2020,290,05/10/2022
19/06/2021,827,05/10/2022
19/06/2022,15695,05/10/2022
19/07/2020,111,05/10/2022
19/07/2021,4250,05/10/2022
19/07/2022,85338,05/10/2022
19/08/2020,1078,05/10/2022
19/08/2021,7179,05/10/2022
19/08/2022,24442,05/10/2022
19/09/2020,1338,05/10/2022
19/09/2021,1706,05/10/2022
19/09/2022,29667,05/10/2022
19/10/2020,17664,05/10/2022
19/10/2021,3951,05/10/2022
19/11/2020,35501,05/10/2022
19/11/2021,11629,05/10/2022
19/12/2020,12998,05/10/2022
19/12/2021,12614,05/10/2022
20/01/2021,13808,05/10/2022
20/01/2022,174655,05/10/2022
20/02/2020,<5,05/10/2022
20/02/2021,12704,05/10/2022
20/02/2022,20650,05/10/2022
20/03/2020,6261,05/10/2022
20/03/2021,17949,05/10/2022
20/03/2022,29233,05/10/2022
20/04/2020,3007,05/10/2022
20/04/2021,15702,05/10/2022
20/04/2022,76520,05/10/2022
20/05/2020,676,05/10/2022
20/05/2021,4427,05/10/2022
20/05/2022,24507,05/10/2022
20/06/2020,165,05/10/2022
20/06/2021,367,05/10/2022
20/06/2022,69180,05/10/2022
20/07/2020,319,05/10/2022
20/07/2021,5085,05/10/2022
20/07/2022,81511,05/10/2022
20/08/2020,1167,05/10/2022
20/08/2021,7529,05/10/2022
20/08/2022,20028,05/10/2022
20/09/2020,659,05/10/2022
20/09/2021,4268,05/10/2022
20/09/2022,21055,05/10/2022
20/10/2020,19772,05/10/2022
20/10/2021,3968,05/10/2022
20/11/2020,32910,05/10/2022
20/11/2021,9758,05/10/2022
20/12/2020,6459,05/10/2022
20/12/2021,38818,05/10/2022
21/01/2021,12963,05/10/2022
21/01/2022,174807,05/10/2022
21/02/2020,36,05/10/2022
21/02/2021,5805,05/10/2022
21/02/2022,65728,05/10/2022
21/03/2020,4921,05/10/2022
21/03/2021,8436,05/10/2022
21/03/2022,105131,05/10/2022
21/04/2020,3081,05/10/2022
21/04/2021,14847,05/10/2022
21/04/2022,73176,05/10/2022
21/05/2020,621,05/10/2022
21/05/2021,4535,05/10/2022
21/05/2022,18014,05/10/2022
21/06/2020,62,05/10/2022
21/06/2021,958,05/10/2022
21/06/2022,53042,05/10/2022
21/07/2020,279,05/10/2022
21/07/2021,5144,05/10/2022
21/07/2022,71372,05/10/2022
21/08/2020,1424,05/10/2022
21/08/2021,5744,05/10/2022
21/08/2022,8999,05/10/2022
21/09/2020,1975,05/10/2022
21/09/2021,4153,05/10/2022
21/09/2022,22395,05/10/2022
21/10/2020,22849,05/10/2022
21/10/2021,4063,05/10/2022
21/11/2020,22871,05/10/2022
21/11/2021,4443,05/10/2022
21/12/2020,17349,05/10/2022
21/12/2021,42745,05/10/2022
22/01/2021,13777,05/10/2022
22/01/2022,136603,05/10/2022
22/02/2020,58,05/10/2022
22/02/2021,18035,05/10/2022
22/02/2022,46156,05/10/2022
22/03/2020,3925,05/10/2022
22/03/2021,23390,05/10/2022
22/03/2022,77869,05/10/2022
22/04/2020,2603,05/10/2022
22/04/2021,14297,05/10/2022
22/04/2022,72444,05/10/2022
22/05/2020,685,05/10/2022
22/05/2021,3647,05/10/2022
22/05/2022,8716,05/10/2022
22/06/2020,338,05/10/2022
22/06/2021,941,05/10/2022
22/06/2022,58398,05/10/2022
22/07/2020,289,05/10/2022
22/07/2021,4972,05/10/2022
22/07/2022,69320,05/10/2022
22/08/2020,1059,05/10/2022
22/08/2021,3122,05/10/2022
22/08/2022,37619,05/10/2022
22/09/2020,1934,05/10/2022
22/09/2021,3879,05/10/2022
22/09/2022,21860,05/10/2022
22/10/2020,24286,05/10/2022
22/10/2021,4540,05/10/2022
22/11/2020,10860,05/10/2022
22/11/2021,13040,05/10/2022
22/12/2020,19672,05/10/2022
22/12/2021,52158,05/10/2022
23/01/2021,10554,05/10/2022
23/01/2022,61794,05/10/2022
23/02/2020,77,05/10/2022
23/02/2021,19936,05/10/2022
23/02/2022,47166,05/10/2022
23/03/2020,6101,05/10/2022
23/03/2021,24606,05/10/2022
23/03/2022,82542,05/10/2022
23/04/2020,2810,05/10/2022
23/04/2021,14533,05/10/2022
23/04/2022,55876,05/10/2022
23/05/2020,356,05/10/2022
23/05/2021,1480,05/10/2022
23/05/2022,33988,05/10/2022
23/06/2020,289,05/10/2022
23/06/2021,809,05/10/2022
23/06/2022,57748,05/10/2022
23/07/2020,270,05/10/2022
23/07/2021,5454,05/10/2022
23/07/2022,52178,05/10/2022
23/08/2020,716,05/10/2022
23/08/2021,7854,05/10/2022
23/08/2022,25369,05/10/2022
23/09/2020,2060,05/10/2022
23/09/2021,3564,05/10/2022
23/09/2022,22560,05/10/2022
23/10/2020,26211,05/10/2022
23/10/2021,3646,05/10/2022
23/11/2020,28528,05/10/2022
23/11/2021,13843,05/10/2022
23/12/2020,19182,05/10/2022
23/12/2021,59159,05/10/2022
24/01/2021,4889,05/10/2022
24/01/2022,209600,05/10/2022
24/02/2020,86,05/10/2022
24/02/2021,19984,05/10/2022
24/02/2022,41147,05/10/2022
24/03/2020,5916,05/10/2022
24/03/2021,24299,05/10/2022
24/03/2022,75665,05/10/2022
24/04/2020,2740,05/10/2022
24/04/2021,12081,05/10/2022
24/04/2022,24215,05/10/2022
24/05/2020,147,05/10/2022
24/05/2021,3997,05/10/2022
24/05/2022,22497,05/10/2022
24/06/2020,208,05/10/2022
24/06/2021,799,05/10/2022
24/06/2022,58485,05/10/2022
24/07/2020,312,05/10/2022
24/07/2021,4257,05/10/2022
24/07/2022,21504,05/10/2022
24/08/2020,1672,05/10/2022
24/08/2021,7950,05/10/2022
24/08/2022,22711,05/10/2022
24/09/2020,2013,05/10/2022
24/09/2021,3627,05/10/2022
24/09/2022,19119,05/10/2022
24/10/2020,20294,05/10/2022
24/10/2021,1609,05/10/2022
24/11/2020,28894,05/10/2022
24/11/2021,13853,05/10/2022
24/12/2020,15969,05/10/2022
24/12/2021,59239,05/10/2022
25/01/2021,14387,05/10/2022
25/01/2022,159259,05/10/2022
25/02/2020,192,05/10/2022
25/02/2021,19583,05/10/2022
25/02/2022,39015,05/10/2022
25/03/2020,5805,05/10/2022
25/03/2021,23251,05/10/2022
25/03/2022,75529,05/10/2022
25/04/2020,1666,05/10/2022
25/04/2021,5269,05/10/2022
25/04/2022,28863,05/10/2022
25/05/2020,513,05/10/2022
25/05/2021,4045,05/10/2022
25/05/2022,22242,05/10/2022
25/06/2020,203,05/10/2022
25/06/2021,856,05/10/2022
25/06/2022,50151,05/10/2022
25/07/2020,196,05/10/2022
25/07/2021,2209,05/10/2022
25/07/2022,96208,05/10/2022
25/08/2020,1594,05/10/2022
25/08/2021,7756,05/10/2022
25/08/2022,21790,05/10/2022
25/09/2020,2104,05/10/2022
25/09/2021,2922,05/10/2022
25/09/2022,9552,05/10/2022
25/10/2020,11338,05/10/2022
25/10/2021,4934,05/10/2022
25/11/2020,27492,05/10/2022
25/11/2021,13602,05/10/2022
25/12/2020,4592,05/10/2022
25/12/2021,15578,05/10/2022
26/01/2021,14678,05/10/2022
26/01/2022,152864,05/10/2022
26/02/2020,277,05/10/2022
26/02/2021,21028,05/10/2022
26/02/2022,31454,05/10/2022
26/03/2020,5702,05/10/2022
26/03/2021,23503,05/10/2022
26/03/2022,61215,05/10/2022
26/04/2020,1017,05/10/2022
26/04/2021,13708,05/10/2022
26/04/2022,100128,05/10/2022
26/05/2020,540,05/10/2022
26/05/2021,3698,05/10/2022
26/05/2022,19634,05/10/2022
26/06/2020,186,05/10/2022
26/06/2021,657,05/10/2022
26/06/2022,23774,05/10/2022
26/07/2020,91,05/10/2022
26/07/2021,6327,05/10/2022
26/07/2022,63735,05/10/2022
26/08/2020,1544,05/10/2022
26/08/2021,7018,05/10/2022
26/08/2022,22399,05/10/2022
26/09/2020,1497,05/10/2022
26/09/2021,1322,05/10/2022
26/09/2022,47209,05/10/2022
26/10/2020,28786,05/10/2022
26/10/2021,5150,05/10/2022
26/11/2020,26604,05/10/2022
26/11/2021,14187,05/10/2022
26/12/2020,7981,05/10/2022
26/12/2021,29521,05/10/2022
27/01/2021,13407,05/10/2022
27/01/2022,135225,05/10/2022
27/02/2020,287,05/10/2022
27/02/2021,16039,05/10/2022
27/02/2022,15453,05/10/2022
27/03/2020,5790,05/10/2022
27/03/2021,17370,05/10/2022
27/03/2022,27513,05/10/2022
