DATARICOVERO1,RICOVERI,iss_date
04/10/2021,177,05/10/2022
04/10/2022,121,05/10/2022
04/11/2020,2624,05/10/2022
04/11/2021,328,05/10/2022
04/12/2020,1547,05/10/2022
04/12/2021,520,05/10/2022
05/01/2021,1463,05/10/2022
05/01/2022,1768,05/10/2022
05/02/2021,978,05/10/2022
05/02/2022,1028,05/10/2022
05/03/2020,1096,05/10/2022
05/03/2021,1706,05/10/2022
05/03/2022,507,05/10/2022
05/04/2020,846,05/10/2022
05/04/2021,1375,05/10/2022
05/04/2022,779,05/10/2022
05/05/2020,301,05/10/2022
05/05/2021,746,05/10/2022
05/05/2022,583,05/10/2022
05/06/2020,103,05/10/2022
05/06/2021,153,05/10/2022
05/06/2022,262,05/10/2022
05/07/2020,51,05/10/2022
05/07/2021,67,05/10/2022
05/07/2022,961,05/10/2022
05/08/2020,92,05/10/2022
05/08/2021,283,05/10/2022
05/08/2022,588,05/10/2022
05/09/2020,150,05/10/2022
05/09/2021,262,05/10/2022
05/09/2022,321,05/10/2022
05/10/2020,449,05/10/2022
05/10/2021,174,05/10/2022
05/10/2022,<5,05/10/2022
05/11/2020,2630,05/10/2022
05/11/2021,309,05/10/2022
05/12/2020,1435,05/10/2022
05/12/2021,459,05/10/2022
06/01/2021,1222,05/10/2022
06/01/2022,1577,05/10/2022
06/02/2021,894,05/10/2022
06/02/2022,921,05/10/2022
06/03/2020,1224,05/10/2022
06/03/2021,1580,05/10/2022
06/03/2022,472,05/10/2022
06/04/2020,1041,05/10/2022
06/04/2021,1603,05/10/2022
06/04/2022,806,05/10/2022
06/05/2020,302,05/10/2022
06/05/2021,676,05/10/2022
06/05/2022,574,05/10/2022
06/06/2020,54,05/10/2022
06/06/2021,161,05/10/2022
06/06/2022,360,05/10/2022
06/07/2020,88,05/10/2022
06/07/2021,68,05/10/2022
06/07/2022,974,05/10/2022
06/08/2020,72,05/10/2022
06/08/2021,314,05/10/2022
06/08/2022,508,05/10/2022
06/09/2020,126,05/10/2022
06/09/2021,344,05/10/2022
06/09/2022,286,05/10/2022
06/10/2020,504,05/10/2022
06/10/2021,153,05/10/2022
06/11/2020,2575,05/10/2022
06/11/2021,261,05/10/2022
06/12/2020,1266,05/10/2022
06/12/2021,639,05/10/2022
07/01/2021,1406,05/10/2022
07/01/2022,1696,05/10/2022
07/02/2021,849,05/10/2022
07/02/2022,1172,05/10/2022
07/03/2020,1203,05/10/2022
07/03/2021,1378,05/10/2022
07/03/2022,602,05/10/2022
07/04/2020,1049,05/10/2022
07/04/2021,1474,05/10/2022
07/04/2022,827,05/10/2022
07/05/2020,302,05/10/2022
07/05/2021,674,05/10/2022
07/05/2022,453,05/10/2022
07/06/2020,51,05/10/2022
07/06/2021,189,05/10/2022
07/06/2022,364,05/10/2022
07/07/2020,70,05/10/2022
07/07/2021,86,05/10/2022
07/07/2022,1017,05/10/2022
07/08/2020,83,05/10/2022
07/08/2021,285,05/10/2022
07/08/2022,419,05/10/2022
07/09/2020,222,05/10/2022
07/09/2021,339,05/10/2022
07/09/2022,314,05/10/2022
07/10/2020,492,05/10/2022
07/10/2021,166,05/10/2022
07/11/2020,2432,05/10/2022
07/11/2021,248,05/10/2022
07/12/2020,1420,05/10/2022
07/12/2021,556,05/10/2022
08/01/2021,1472,05/10/2022
08/01/2022,1635,05/10/2022
08/02/2021,1025,05/10/2022
08/02/2022,1122,05/10/2022
08/03/2020,1157,05/10/2022
08/03/2021,1843,05/10/2022
08/03/2022,611,05/10/2022
08/04/2020,1061,05/10/2022
08/04/2021,1371,05/10/2022
08/04/2022,776,05/10/2022
08/05/2020,300,05/10/2022
08/05/2021,611,05/10/2022
08/05/2022,400,05/10/2022
08/06/2020,131,05/10/2022
08/06/2021,167,05/10/2022
08/06/2022,363,05/10/2022
08/07/2020,79,05/10/2022
08/07/2021,90,05/10/2022
08/07/2022,949,05/10/2022
08/08/2020,60,05/10/2022
08/08/2021,267,05/10/2022
08/08/2022,547,05/10/2022
08/09/2020,180,05/10/2022
08/09/2021,314,05/10/2022
08/09/2022,282,05/10/2022
08/10/2020,538,05/10/2022
08/10/2021,149,05/10/2022
08/11/2020,2186,05/10/2022
08/11/2021,337,05/10/2022
08/12/2020,1304,05/10/2022
08/12/2021,538,05/10/2022
09/01/2021,1280,05/10/2022
09/01/2022,1368,05/10/2022
09/02/2021,962,05/10/2022
09/02/2022,1111,05/10/2022
09/03/2020,1458,05/10/2022
09/03/2021,1852,05/10/2022
09/03/2022,607,05/10/2022
09/04/2020,1018,05/10/2022
09/04/2021,1394,05/10/2022
09/04/2022,714,05/10/2022
09/05/2020,185,05/10/2022
09/05/2021,455,05/10/2022
09/05/2022,532,05/10/2022
09/06/2020,85,05/10/2022
09/06/2021,149,05/10/2022
09/06/2022,311,05/10/2022
09/07/2020,71,05/10/2022
09/07/2021,83,05/10/2022
09/07/2022,836,05/10/2022
09/08/2020,65,05/10/2022
09/08/2021,348,05/10/2022
09/08/2022,608,05/10/2022
09/09/2020,197,05/10/2022
09/09/2021,304,05/10/2022
09/09/2022,254,05/10/2022
09/10/2020,572,05/10/2022
09/10/2021,137,05/10/2022
09/11/2020,2509,05/10/2022
09/11/2021,313,05/10/2022
09/12/2020,1434,05/10/2022
09/12/2021,639,05/10/2022
10/01/2021,1154,05/10/2022
10/01/2022,1718,05/10/2022
10/02/2021,1009,05/10/2022
10/02/2022,1015,05/10/2022
10/03/2020,1583,05/10/2022
10/03/2021,1860,05/10/2022
10/03/2022,585,05/10/2022
10/04/2020,948,05/10/2022
10/04/2021,1267,05/10/2022
10/04/2022,544,05/10/2022
10/05/2020,175,05/10/2022
10/05/2021,653,05/10/2022
10/05/2022,578,05/10/2022
10/06/2020,87,05/10/2022
10/06/2021,126,05/10/2022
10/06/2022,335,05/10/2022
10/07/2020,79,05/10/2022
10/07/2021,71,05/10/2022
10/07/2022,719,05/10/2022
10/08/2020,110,05/10/2022
10/08/2021,328,05/10/2022
10/08/2022,546,05/10/2022
10/09/2020,221,05/10/2022
10/09/2021,305,05/10/2022
10/09/2022,243,05/10/2022
10/10/2020,580,05/10/2022
10/10/2021,126,05/10/2022
10/11/2020,2540,05/10/2022
10/11/2021,325,05/10/2022
10/12/2020,1402,05/10/2022
10/12/2021,631,05/10/2022
11/01/2021,1346,05/10/2022
11/01/2022,1667,05/10/2022
11/02/2021,983,05/10/2022
11/02/2022,932,05/10/2022
11/03/2020,1758,05/10/2022
11/03/2021,1739,05/10/2022
11/03/2022,647,05/10/2022
11/04/2020,829,05/10/2022
11/04/2021,1113,05/10/2022
11/04/2022,745,05/10/2022
11/05/2020,266,05/10/2022
11/05/2021,533,05/10/2022
11/05/2022,558,05/10/2022
11/06/2020,67,05/10/2022
11/06/2021,127,05/10/2022
11/06/2022,299,05/10/2022
11/07/2020,55,05/10/2022
11/07/2021,71,05/10/2022
11/07/2022,1036,05/10/2022
11/08/2020,62,05/10/2022
11/08/2021,332,05/10/2022
11/08/2022,479,05/10/2022
11/09/2020,213,05/10/2022
11/09/2021,293,05/10/2022
11/09/2022,193,05/10/2022
11/10/2020,593,05/10/2022
11/10/2021,146,05/10/2022
11/11/2020,2633,05/10/2022
11/11/2021,302,05/10/2022
11/12/2020,1444,05/10/2022
11/12/2021,626,05/10/2022
12/01/2021,1311,05/10/2022
12/01/2022,1689,05/10/2022
12/02/2021,940,05/10/2022
12/02/2022,876,05/10/2022
12/03/2020,1906,05/10/2022
12/03/2021,1876,05/10/2022
12/03/2022,572,05/10/2022
12/04/2020,672,05/10/2022
12/04/2021,1226,05/10/2022
12/04/2022,783,05/10/2022
12/05/2020,196,05/10/2022
12/05/2021,551,05/10/2022
12/05/2022,552,05/10/2022
12/06/2020,94,05/10/2022
12/06/2021,127,05/10/2022
12/06/2022,314,05/10/2022
12/07/2020,45,05/10/2022
12/07/2021,85,05/10/2022
12/07/2022,1004,05/10/2022
12/08/2020,111,05/10/2022
12/08/2021,324,05/10/2022
12/08/2022,426,05/10/2022
12/09/2020,186,05/10/2022
12/09/2021,245,05/10/2022
12/09/2022,282,05/10/2022
12/10/2020,764,05/10/2022
12/10/2021,161,05/10/2022
12/11/2020,2534,05/10/2022
12/11/2021,366,05/10/2022
12/12/2020,1267,05/10/2022
12/12/2021,524,05/10/2022
13/01/2021,1280,05/10/2022
13/01/2022,1630,05/10/2022
13/02/2021,849,05/10/2022
13/02/2022,707,05/10/2022
13/03/2020,2337,05/10/2022
13/03/2021,1848,05/10/2022
13/03/2022,566,05/10/2022
13/04/2020,628,05/10/2022
13/04/2021,1311,05/10/2022
13/04/2022,770,05/10/2022
13/05/2020,214,05/10/2022
13/05/2021,543,05/10/2022
13/05/2022,476,05/10/2022
13/06/2020,73,05/10/2022
13/06/2021,112,05/10/2022
13/06/2022,408,05/10/2022
13/07/2020,92,05/10/2022
13/07/2021,109,05/10/2022
13/07/2022,950,05/10/2022
13/08/2020,87,05/10/2022
13/08/2021,361,05/10/2022
13/08/2022,345,05/10/2022
13/09/2020,175,05/10/2022
13/09/2021,327,05/10/2022
13/09/2022,282,05/10/2022
13/10/2020,821,05/10/2022
13/10/2021,159,05/10/2022
13/11/2020,2556,05/10/2022
13/11/2021,356,05/10/2022
13/12/2020,1045,05/10/2022
13/12/2021,706,05/10/2022
14/01/2021,1288,05/10/2022
14/01/2022,1649,05/10/2022
14/02/2021,741,05/10/2022
14/02/2022,975,05/10/2022
14/03/2020,1996,05/10/2022
14/03/2021,1619,05/10/2022
14/03/2022,684,05/10/2022
14/04/2020,877,05/10/2022
14/04/2021,1148,05/10/2022
14/04/2022,775,05/10/2022
14/05/2020,215,05/10/2022
14/05/2021,499,05/10/2022
14/05/2022,444,05/10/2022
14/06/2020,58,05/10/2022
14/06/2021,110,05/10/2022
14/06/2022,463,05/10/2022
14/07/2020,75,05/10/2022
14/07/2021,95,05/10/2022
14/07/2022,1000,05/10/2022
14/08/2020,83,05/10/2022
14/08/2021,325,05/10/2022
14/08/2022,314,05/10/2022
14/09/2020,233,05/10/2022
14/09/2021,272,05/10/2022
14/09/2022,282,05/10/2022
14/10/2020,850,05/10/2022
14/10/2021,142,05/10/2022
14/11/2020,2327,05/10/2022
14/11/2021,302,05/10/2022
14/12/2020,1358,05/10/2022
14/12/2021,696,05/10/2022
15/01/2021,1250,05/10/2022
15/01/2022,1568,05/10/2022
15/02/2021,975,05/10/2022
15/02/2022,872,05/10/2022
15/03/2020,1909,05/10/2022
15/03/2021,2039,05/10/2022
15/03/2022,771,05/10/2022
15/04/2020,727,05/10/2022
15/04/2021,1127,05/10/2022
15/04/2022,718,05/10/2022
15/05/2020,226,05/10/2022
15/05/2021,417,05/10/2022
15/05/2022,362,05/10/2022
15/06/2020,95,05/10/2022
15/06/2021,125,05/10/2022
15/06/2022,474,05/10/2022
15/07/2020,76,05/10/2022
15/07/2021,105,05/10/2022
15/07/2022,944,05/10/2022
15/08/2020,65,05/10/2022
15/08/2021,302,05/10/2022
15/08/2022,344,05/10/2022
15/09/2020,250,05/10/2022
15/09/2021,249,05/10/2022
15/09/2022,269,05/10/2022
15/10/2020,951,05/10/2022
15/10/2021,173,05/10/2022
15/11/2020,2023,05/10/2022
15/11/2021,392,05/10/2022
15/12/2020,1275,05/10/2022
15/12/2021,687,05/10/2022
16/01/2021,1196,05/10/2022
16/01/2022,1262,05/10/2022
16/02/2021,950,05/10/2022
16/02/2022,790,05/10/2022
16/03/2020,2493,05/10/2022
16/03/2021,2059,05/10/2022
16/03/2022,758,05/10/2022
16/04/2020,733,05/10/2022
16/04/2021,1045,05/10/2022
16/04/2022,690,05/10/2022
16/05/2020,142,05/10/2022
16/05/2021,361,05/10/2022
16/05/2022,491,05/10/2022
16/06/2020,66,05/10/2022
16/06/2021,109,05/10/2022
16/06/2022,471,05/10/2022
16/07/2020,61,05/10/2022
16/07/2021,119,05/10/2022
16/07/2022,825,05/10/2022
16/08/2020,69,05/10/2022
16/08/2021,406,05/10/2022
16/08/2022,464,05/10/2022
16/09/2020,239,05/10/2022
16/09/2021,281,05/10/2022
16/09/2022,287,05/10/2022
16/10/2020,977,05/10/2022
16/10/2021,158,05/10/2022
16/11/2020,2495,05/10/2022
16/11/2021,421,05/10/2022
16/12/2020,1258,05/10/2022
16/12/2021,706,05/10/2022
17/01/2021,928,05/10/2022
17/01/2022,1781,05/10/2022
17/02/2021,1025,05/10/2022
17/02/2022,795,05/10/2022
17/03/2020,2667,05/10/2022
17/03/2021,1927,05/10/2022
17/03/2022,769,05/10/2022
17/04/2020,739,05/10/2022
17/04/2021,1006,05/10/2022
17/04/2022,537,05/10/2022
17/05/2020,129,05/10/2022
17/05/2021,471,05/10/2022
17/05/2022,489,05/10/2022
17/06/2020,104,05/10/2022
17/06/2021,90,05/10/2022
17/06/2022,468,05/10/2022
17/07/2020,99,05/10/2022
17/07/2021,120,05/10/2022
17/07/2022,690,05/10/2022
17/08/2020,108,05/10/2022
17/08/2021,345,05/10/2022
17/08/2022,470,05/10/2022
17/09/2020,248,05/10/2022
17/09/2021,263,05/10/2022
17/09/2022,240,05/10/2022
17/10/2020,1113,05/10/2022
17/10/2021,141,05/10/2022
17/11/2020,2470,05/10/2022
17/11/2021,398,05/10/2022
17/12/2020,1295,05/10/2022
17/12/2021,750,05/10/2022
18/01/2021,1162,05/10/2022
18/01/2022,1818,05/10/2022
18/02/2021,1052,05/10/2022
18/02/2022,778,05/10/2022
18/03/2020,2710,05/10/2022
18/03/2021,1818,05/10/2022
18/03/2022,716,05/10/2022
18/04/2020,582,05/10/2022
18/04/2021,1006,05/10/2022
18/04/2022,595,05/10/2022
18/05/2020,181,05/10/2022
18/05/2021,384,05/10/2022
18/05/2022,482,05/10/2022
18/06/2020,84,05/10/2022
18/06/2021,93,05/10/2022
18/06/2022,459,05/10/2022
18/07/2020,54,05/10/2022
18/07/2021,116,05/10/2022
18/07/2022,1007,05/10/2022
18/08/2020,122,05/10/2022
18/08/2021,393,05/10/2022
18/08/2022,396,05/10/2022
18/09/2020,246,05/10/2022
18/09/2021,232,05/10/2022
18/09/2022,178,05/10/2022
18/10/2020,1038,05/10/2022
18/10/2021,194,05/10/2022
18/11/2020,2322,05/10/2022
18/11/2021,390,05/10/2022
18/12/2020,1269,05/10/2022
18/12/2021,672,05/10/2022
19/01/2021,1078,05/10/2022
19/01/2022,1668,05/10/2022
19/02/2021,1040,05/10/2022
19/02/2022,702,05/10/2022
19/03/2020,2786,05/10/2022
19/03/2021,1882,05/10/2022
19/03/2022,668,05/10/2022
19/04/2020,477,05/10/2022
19/04/2021,1102,05/10/2022
19/04/2022,820,05/10/2022
19/05/2020,166,05/10/2022
19/05/2021,375,05/10/2022
19/05/2022,394,05/10/2022
19/06/2020,101,05/10/2022
19/06/2021,71,05/10/2022
19/06/2022,422,05/10/2022
19/07/2020,40,05/10/2022
19/07/2021,166,05/10/2022
19/07/2022,970,05/10/2022
19/08/2020,146,05/10/2022
19/08/2021,362,05/10/2022
19/08/2022,406,05/10/2022
19/09/2020,188,05/10/2022
19/09/2021,208,05/10/2022
19/09/2022,280,05/10/2022
19/10/2020,1316,05/10/2022
19/10/2021,216,05/10/2022
19/11/2020,2311,05/10/2022
19/11/2021,418,05/10/2022
19/12/2020,1210,05/10/2022
19/12/2021,649,05/10/2022
20/01/2021,1080,05/10/2022
20/01/2022,1628,05/10/2022
20/02/2020,91,05/10/2022
20/02/2021,996,05/10/2022
20/02/2022,587,05/10/2022
20/03/2020,2861,05/10/2022
20/03/2021,1817,05/10/2022
20/03/2022,590,05/10/2022
20/04/2020,674,05/10/2022
20/04/2021,1112,05/10/2022
20/04/2022,843,05/10/2022
20/05/2020,155,05/10/2022
20/05/2021,370,05/10/2022
20/05/2022,394,05/10/2022
20/06/2020,38,05/10/2022
20/06/2021,67,05/10/2022
20/06/2022,572,05/10/2022
20/07/2020,97,05/10/2022
20/07/2021,159,05/10/2022
20/07/2022,989,05/10/2022
20/08/2020,92,05/10/2022
20/08/2021,347,05/10/2022
20/08/2022,364,05/10/2022
20/09/2020,167,05/10/2022
20/09/2021,231,05/10/2022
20/09/2022,300,05/10/2022
20/10/2020,1421,05/10/2022
20/10/2021,195,05/10/2022
20/11/2020,2217,05/10/2022
20/11/2021,379,05/10/2022
20/12/2020,1049,05/10/2022
20/12/2021,800,05/10/2022
21/01/2021,1142,05/10/2022
21/01/2022,1533,05/10/2022
21/02/2020,123,05/10/2022
21/02/2021,931,05/10/2022
21/02/2022,809,05/10/2022
21/03/2020,2548,05/10/2022
21/03/2021,1646,05/10/2022
21/03/2022,825,05/10/2022
21/04/2020,625,05/10/2022
21/04/2021,1087,05/10/2022
21/04/2022,722,05/10/2022
21/05/2020,134,05/10/2022
21/05/2021,335,05/10/2022
21/05/2022,325,05/10/2022
21/06/2020,51,05/10/2022
21/06/2021,78,05/10/2022
21/06/2022,602,05/10/2022
21/07/2020,87,05/10/2022
21/07/2021,176,05/10/2022
21/07/2022,938,05/10/2022
21/08/2020,100,05/10/2022
21/08/2021,371,05/10/2022
21/08/2022,302,05/10/2022
21/09/2020,273,05/10/2022
21/09/2021,234,05/10/2022
21/09/2022,266,05/10/2022
21/10/2020,1430,05/10/2022
21/10/2021,195,05/10/2022
21/11/2020,1827,05/10/2022
21/11/2021,360,05/10/2022
21/12/2020,1257,05/10/2022
21/12/2021,849,05/10/2022
22/01/2021,1066,05/10/2022
22/01/2022,1439,05/10/2022
22/02/2020,108,05/10/2022
22/02/2021,1292,05/10/2022
22/02/2022,706,05/10/2022
22/03/2020,2197,05/10/2022
22/03/2021,1923,05/10/2022
22/03/2022,783,05/10/2022
22/04/2020,625,05/10/2022
22/04/2021,992,05/10/2022
22/04/2022,722,05/10/2022
22/05/2020,143,05/10/2022
22/05/2021,270,05/10/2022
22/05/2022,299,05/10/2022
22/06/2020,108,05/10/2022
22/06/2021,103,05/10/2022
22/06/2022,570,05/10/2022
22/07/2020,79,05/10/2022
22/07/2021,197,05/10/2022
22/07/2022,894,05/10/2022
22/08/2020,124,05/10/2022
22/08/2021,288,05/10/2022
22/08/2022,403,05/10/2022
22/09/2020,266,05/10/2022
22/09/2021,208,05/10/2022
22/09/2022,271,05/10/2022
22/10/2020,1532,05/10/2022
22/10/2021,241,05/10/2022
22/11/2020,1608,05/10/2022
22/11/2021,457,05/10/2022
22/12/2020,1292,05/10/2022
22/12/2021,857,05/10/2022
23/01/2021,1000,05/10/2022
23/01/2022,1193,05/10/2022
23/02/2020,151,05/10/2022
23/02/2021,1280,05/10/2022
23/02/2022,711,05/10/2022
23/03/2020,2719,05/10/2022
23/03/2021,1851,05/10/2022
23/03/2022,812,05/10/2022
23/04/2020,605,05/10/2022
23/04/2021,1041,05/10/2022
23/04/2022,618,05/10/2022
23/05/2020,101,05/10/2022
23/05/2021,265,05/10/2022
23/05/2022,401,05/10/2022
23/06/2020,76,05/10/2022
23/06/2021,74,05/10/2022
23/06/2022,638,05/10/2022
23/07/2020,72,05/10/2022
23/07/2021,187,05/10/2022
23/07/2022,730,05/10/2022
23/08/2020,96,05/10/2022
23/08/2021,377,05/10/2022
23/08/2022,432,05/10/2022
23/09/2020,263,05/10/2022
23/09/2021,243,05/10/2022
23/09/2022,279,05/10/2022
23/10/2020,1736,05/10/2022
23/10/2021,186,05/10/2022
23/11/2020,2024,05/10/2022
23/11/2021,462,05/10/2022
23/12/2020,1240,05/10/2022
23/12/2021,845,05/10/2022
24/01/2021,862,05/10/2022
24/01/2022,1611,05/10/2022
24/02/2020,191,05/10/2022
24/02/2021,1206,05/10/2022
24/02/2022,614,05/10/2022
24/03/2020,2625,05/10/2022
24/03/2021,1802,05/10/2022
24/03/2022,738,05/10/2022
24/04/2020,569,05/10/2022
24/04/2021,943,05/10/2022
24/04/2022,554,05/10/2022
24/05/2020,103,05/10/2022
24/05/2021,301,05/10/2022
24/05/2022,380,05/10/2022
24/06/2020,100,05/10/2022
24/06/2021,88,05/10/2022
24/06/2022,601,05/10/2022
24/07/2020,74,05/10/2022
24/07/2021,187,05/10/2022
24/07/2022,623,05/10/2022
24/08/2020,136,05/10/2022
24/08/2021,380,05/10/2022
24/08/2022,380,05/10/2022
24/09/2020,256,05/10/2022
24/09/2021,199,05/10/2022
24/09/2022,273,05/10/2022
24/10/2020,1582,05/10/2022
24/10/2021,189,05/10/2022
24/11/2020,1956,05/10/2022
24/11/2021,427,05/10/2022
24/12/2020,1261,05/10/2022
24/12/2021,961,05/10/2022
25/01/2021,1173,05/10/2022
25/01/2022,1541,05/10/2022
25/02/2020,267,05/10/2022
25/02/2021,1211,05/10/2022
25/02/2022,606,05/10/2022
25/03/2020,2322,05/10/2022
25/03/2021,1852,05/10/2022
25/03/2022,772,05/10/2022
25/04/2020,433,05/10/2022
25/04/2021,833,05/10/2022
25/04/2022,534,05/10/2022
25/05/2020,169,05/10/2022
25/05/2021,253,05/10/2022
25/05/2022,380,05/10/2022
25/06/2020,76,05/10/2022
25/06/2021,65,05/10/2022
25/06/2022,650,05/10/2022
25/07/2020,64,05/10/2022
25/07/2021,213,05/10/2022
25/07/2022,904,05/10/2022
25/08/2020,155,05/10/2022
25/08/2021,367,05/10/2022
25/08/2022,317,05/10/2022
25/09/2020,285,05/10/2022
25/09/2021,183,05/10/2022
25/09/2022,246,05/10/2022
25/10/2020,1656,05/10/2022
25/10/2021,230,05/10/2022
25/11/2020,1857,05/10/2022
25/11/2021,468,05/10/2022
25/12/2020,993,05/10/2022
25/12/2021,907,05/10/2022
26/01/2021,976,05/10/2022
26/01/2022,1520,05/10/2022
26/02/2020,271,05/10/2022
26/02/2021,1350,05/10/2022
26/02/2022,518,05/10/2022
26/03/2020,2130,05/10/2022
26/03/2021,1904,05/10/2022
26/03/2022,745,05/10/2022
26/04/2020,366,05/10/2022
26/04/2021,996,05/10/2022
26/04/2022,757,05/10/2022
26/05/2020,128,05/10/2022
26/05/2021,292,05/10/2022
26/05/2022,347,05/10/2022
26/06/2020,97,05/10/2022
26/06/2021,68,05/10/2022
26/06/2022,517,05/10/2022
26/07/2020,48,05/10/2022
26/07/2021,212,05/10/2022
26/07/2022,864,05/10/2022
26/08/2020,154,05/10/2022
26/08/2021,409,05/10/2022
26/08/2022,354,05/10/2022
26/09/2020,219,05/10/2022
26/09/2021,157,05/10/2022
26/09/2022,389,05/10/2022
26/10/2020,2002,05/10/2022
26/10/2021,222,05/10/2022
26/11/2020,1780,05/10/2022
26/11/2021,492,05/10/2022
26/12/2020,1150,05/10/2022
26/12/2021,925,05/10/2022
27/01/2021,927,05/10/2022
27/01/2022,1459,05/10/2022
27/02/2020,315,05/10/2022
27/02/2021,1332,05/10/2022
27/02/2022,430,05/10/2022
27/03/2020,2247,05/10/2022
27/03/2021,1696,05/10/2022
27/03/2022,637,05/10/2022
27/04/2020,462,05/10/2022
27/04/2021,928,05/10/2022
27/04/2022,746,05/10/2022
27/05/2020,122,05/10/2022
27/05/2021,225,05/10/2022
27/05/2022,320,05/10/2022
27/06/2020,47,05/10/2022
27/06/2021,57,05/10/2022
27/06/2022,781,05/10/2022
27/07/2020,80,05/10/2022
27/07/2021,210,05/10/2022
27/07/2022,796,05/10/2022
27/08/2020,152,05/10/2022
27/08/2021,382,05/10/2022
27/08/2022,307,05/10/2022
27/09/2020,197,05/10/2022
27/09/2021,223,05/10/2022
27/09/2022,406,05/10/2022
27/10/2020,1965,05/10/2022
27/10/2021,264,05/10/2022
27/11/2020,1783,05/10/2022
27/11/2021,444,05/10/2022
27/12/2020,1203,05/10/2022
27/12/2021,1214,05/10/2022
28/01/2021,981,05/10/2022
28/01/2022,1398,05/10/2022
28/02/2020,379,05/10/2022
28/02/2021,1167,05/10/2022
28/02/2022,618,05/10/2022
28/03/2020,1753,05/10/2022
28/03/2021,1402,05/10/2022
28/03/2022,854,05/10/2022
