DATA_INIZIO_SINTOMI,CASI,iss_date
04/06/2021,1064,05/10/2022
04/06/2022,5806,05/10/2022
04/07/2020,85,05/10/2022
04/07/2021,627,05/10/2022
04/07/2022,32548,05/10/2022
04/08/2020,202,05/10/2022
04/08/2021,4018,05/10/2022
04/08/2022,10011,05/10/2022
04/09/2020,655,05/10/2022
04/09/2021,2705,05/10/2022
04/09/2022,4554,05/10/2022
04/10/2020,2365,05/10/2022
04/10/2021,1924,05/10/2022
04/10/2022,1623,05/10/2022
04/11/2020,19853,05/10/2022
04/11/2021,4261,05/10/2022
04/12/2020,8953,05/10/2022
04/12/2021,8574,05/10/2022
05/01/2021,9911,05/10/2022
05/01/2022,49706,05/10/2022
05/02/2020,29,05/10/2022
05/02/2021,6500,05/10/2022
05/02/2022,20110,05/10/2022
05/03/2020,2626,05/10/2022
05/03/2021,13247,05/10/2022
05/03/2022,14106,05/10/2022
05/04/2020,2055,05/10/2022
05/04/2021,7666,05/10/2022
05/04/2022,21574,05/10/2022
05/05/2020,633,05/10/2022
05/05/2021,4716,05/10/2022
05/05/2022,12945,05/10/2022
05/06/2020,164,05/10/2022
05/06/2021,927,05/10/2022
05/06/2022,5732,05/10/2022
05/07/2020,68,05/10/2022
05/07/2021,795,05/10/2022
05/07/2022,28501,05/10/2022
05/08/2020,220,05/10/2022
05/08/2021,3739,05/10/2022
05/08/2022,8822,05/10/2022
05/09/2020,558,05/10/2022
05/09/2021,2643,05/10/2022
05/09/2022,6859,05/10/2022
05/10/2020,3373,05/10/2022
05/10/2021,1717,05/10/2022
05/10/2022,12,05/10/2022
05/11/2020,17968,05/10/2022
05/11/2021,4327,05/10/2022
05/12/2020,7661,05/10/2022
05/12/2021,8493,05/10/2022
06/01/2021,7829,05/10/2022
06/01/2022,40796,05/10/2022
06/02/2020,24,05/10/2022
06/02/2021,6411,05/10/2022
06/02/2022,18156,05/10/2022
06/03/2020,2971,05/10/2022
06/03/2021,12359,05/10/2022
06/03/2022,13581,05/10/2022
06/04/2020,2459,05/10/2022
06/04/2021,8632,05/10/2022
06/04/2022,21645,05/10/2022
06/05/2020,565,05/10/2022
06/05/2021,4117,05/10/2022
06/05/2022,11879,05/10/2022
06/06/2020,98,05/10/2022
06/06/2021,783,05/10/2022
06/06/2022,8701,05/10/2022
06/07/2020,102,05/10/2022
06/07/2021,811,05/10/2022
06/07/2022,28392,05/10/2022
06/08/2020,209,05/10/2022
06/08/2021,3593,05/10/2022
06/08/2022,7989,05/10/2022
06/09/2020,538,05/10/2022
06/09/2021,3073,05/10/2022
06/09/2022,5772,05/10/2022
06/10/2020,3218,05/10/2022
06/10/2021,1645,05/10/2022
06/11/2020,18345,05/10/2022
06/11/2021,3874,05/10/2022
06/12/2020,6417,05/10/2022
06/12/2021,10664,05/10/2022
07/01/2021,8093,05/10/2022
07/01/2022,46384,05/10/2022
07/02/2020,22,05/10/2022
07/02/2021,5875,05/10/2022
07/02/2022,24684,05/10/2022
07/03/2020,3127,05/10/2022
07/03/2021,11598,05/10/2022
07/03/2022,19835,05/10/2022
07/04/2020,2273,05/10/2022
07/04/2021,8588,05/10/2022
07/04/2022,19621,05/10/2022
07/05/2020,499,05/10/2022
07/05/2021,3904,05/10/2022
07/05/2022,10775,05/10/2022
07/06/2020,74,05/10/2022
07/06/2021,935,05/10/2022
07/06/2022,8161,05/10/2022
07/07/2020,108,05/10/2022
07/07/2021,872,05/10/2022
07/07/2022,25661,05/10/2022
07/08/2020,216,05/10/2022
07/08/2021,3358,05/10/2022
07/08/2022,7087,05/10/2022
07/09/2020,821,05/10/2022
07/09/2021,2843,05/10/2022
07/09/2022,5614,05/10/2022
07/10/2020,3722,05/10/2022
07/10/2021,1452,05/10/2022
07/11/2020,16783,05/10/2022
07/11/2021,4117,05/10/2022
07/12/2020,8776,05/10/2022
07/12/2021,10222,05/10/2022
08/01/2021,7712,05/10/2022
08/01/2022,41444,05/10/2022
08/02/2020,17,05/10/2022
08/02/2021,7338,05/10/2022
08/02/2022,19999,05/10/2022
08/03/2020,3700,05/10/2022
08/03/2021,15397,05/10/2022
08/03/2022,18117,05/10/2022
08/04/2020,2147,05/10/2022
08/04/2021,8338,05/10/2022
08/04/2022,18439,05/10/2022
08/05/2020,523,05/10/2022
08/05/2021,3430,05/10/2022
08/05/2022,10648,05/10/2022
08/06/2020,135,05/10/2022
08/06/2021,789,05/10/2022
08/06/2022,7984,05/10/2022
08/07/2020,105,05/10/2022
08/07/2021,903,05/10/2022
08/07/2022,24014,05/10/2022
08/08/2020,266,05/10/2022
08/08/2021,3383,05/10/2022
08/08/2022,11306,05/10/2022
08/09/2020,695,05/10/2022
08/09/2021,2709,05/10/2022
08/09/2022,4841,05/10/2022
08/10/2020,4064,05/10/2022
08/10/2021,1515,05/10/2022
08/11/2020,15675,05/10/2022
08/11/2021,5342,05/10/2022
08/12/2020,7137,05/10/2022
08/12/2021,10387,05/10/2022
09/01/2021,6860,05/10/2022
09/01/2022,41290,05/10/2022
09/02/2020,17,05/10/2022
09/02/2021,6509,05/10/2022
09/02/2022,18441,05/10/2022
09/03/2020,4438,05/10/2022
09/03/2021,13045,05/10/2022
09/03/2022,18537,05/10/2022
09/04/2020,2065,05/10/2022
09/04/2021,7578,05/10/2022
09/04/2022,17049,05/10/2022
09/05/2020,301,05/10/2022
09/05/2021,3269,05/10/2022
09/05/2022,15511,05/10/2022
09/06/2020,126,05/10/2022
09/06/2021,785,05/10/2022
09/06/2022,7551,05/10/2022
09/07/2020,87,05/10/2022
09/07/2021,1093,05/10/2022
09/07/2022,21295,05/10/2022
09/08/2020,210,05/10/2022
09/08/2021,4203,05/10/2022
09/08/2022,8550,05/10/2022
09/09/2020,693,05/10/2022
09/09/2021,2531,05/10/2022
09/09/2022,4929,05/10/2022
09/10/2020,4562,05/10/2022
09/10/2021,1377,05/10/2022
09/11/2020,19044,05/10/2022
09/11/2021,4993,05/10/2022
09/12/2020,8268,05/10/2022
09/12/2021,10748,05/10/2022
10/01/2021,6554,05/10/2022
10/01/2022,56579,05/10/2022
10/02/2020,61,05/10/2022
10/02/2021,7091,05/10/2022
10/02/2022,17206,05/10/2022
10/03/2020,6135,05/10/2022
10/03/2021,14604,05/10/2022
10/03/2022,18396,05/10/2022
10/04/2020,2722,05/10/2022
10/04/2021,7709,05/10/2022
10/04/2022,15521,05/10/2022
10/05/2020,334,05/10/2022
10/05/2021,4000,05/10/2022
10/05/2022,13514,05/10/2022
10/06/2020,116,05/10/2022
10/06/2021,756,05/10/2022
10/06/2022,7578,05/10/2022
10/07/2020,117,05/10/2022
10/07/2021,1182,05/10/2022
10/07/2022,21520,05/10/2022
10/08/2020,297,05/10/2022
10/08/2021,4244,05/10/2022
10/08/2022,8359,05/10/2022
10/09/2020,780,05/10/2022
10/09/2021,2509,05/10/2022
10/09/2022,4609,05/10/2022
10/10/2020,5015,05/10/2022
10/10/2021,1612,05/10/2022
10/11/2020,18376,05/10/2022
10/11/2021,5125,05/10/2022
10/12/2020,8345,05/10/2022
10/12/2021,11437,05/10/2022
11/01/2021,7566,05/10/2022
11/01/2022,49411,05/10/2022
11/02/2020,34,05/10/2022
11/02/2021,6148,05/10/2022
11/02/2022,15166,05/10/2022
11/03/2020,4236,05/10/2022
11/03/2021,12692,05/10/2022
11/03/2022,18589,05/10/2022
11/04/2020,1623,05/10/2022
11/04/2021,6875,05/10/2022
11/04/2022,22522,05/10/2022
11/05/2020,441,05/10/2022
11/05/2021,3298,05/10/2022
11/05/2022,12562,05/10/2022
11/06/2020,110,05/10/2022
11/06/2021,587,05/10/2022
11/06/2022,7521,05/10/2022
11/07/2020,83,05/10/2022
11/07/2021,1226,05/10/2022
11/07/2022,32706,05/10/2022
11/08/2020,276,05/10/2022
11/08/2021,3761,05/10/2022
11/08/2022,7216,05/10/2022
11/09/2020,674,05/10/2022
11/09/2021,2170,05/10/2022
11/09/2022,4652,05/10/2022
11/10/2020,4418,05/10/2022
11/10/2021,1863,05/10/2022
11/11/2020,16040,05/10/2022
11/11/2021,5002,05/10/2022
11/12/2020,7551,05/10/2022
11/12/2021,11009,05/10/2022
12/01/2021,6721,05/10/2022
12/01/2022,46961,05/10/2022
12/02/2020,54,05/10/2022
12/02/2021,6374,05/10/2022
12/02/2022,13365,05/10/2022
12/03/2020,4806,05/10/2022
12/03/2021,13337,05/10/2022
12/03/2022,19185,05/10/2022
12/04/2020,1650,05/10/2022
12/04/2021,8667,05/10/2022
12/04/2022,19334,05/10/2022
12/05/2020,453,05/10/2022
12/05/2021,3127,05/10/2022
12/05/2022,11208,05/10/2022
12/06/2020,126,05/10/2022
12/06/2021,537,05/10/2022
12/06/2022,8676,05/10/2022
12/07/2020,80,05/10/2022
12/07/2021,1711,05/10/2022
12/07/2022,27500,05/10/2022
12/08/2020,286,05/10/2022
12/08/2021,3673,05/10/2022
12/08/2022,6594,05/10/2022
12/09/2020,667,05/10/2022
12/09/2021,2170,05/10/2022
12/09/2022,7122,05/10/2022
12/10/2020,7078,05/10/2022
12/10/2021,1672,05/10/2022
12/11/2020,16042,05/10/2022
12/11/2021,5096,05/10/2022
12/12/2020,7292,05/10/2022
12/12/2021,11422,05/10/2022
13/01/2021,6328,05/10/2022
13/01/2022,45030,05/10/2022
13/02/2020,51,05/10/2022
13/02/2021,6037,05/10/2022
13/02/2022,13426,05/10/2022
13/03/2020,5371,05/10/2022
13/03/2021,12166,05/10/2022
13/03/2022,19239,05/10/2022
13/04/2020,1512,05/10/2022
13/04/2021,7653,05/10/2022
13/04/2022,19443,05/10/2022
13/05/2020,386,05/10/2022
13/05/2021,2879,05/10/2022
13/05/2022,9940,05/10/2022
13/06/2020,76,05/10/2022
13/06/2021,543,05/10/2022
13/06/2022,13459,05/10/2022
13/07/2020,109,05/10/2022
13/07/2021,1875,05/10/2022
13/07/2022,26394,05/10/2022
13/08/2020,314,05/10/2022
13/08/2021,3527,05/10/2022
13/08/2022,5818,05/10/2022
13/09/2020,621,05/10/2022
13/09/2021,2650,05/10/2022
13/09/2022,6136,05/10/2022
13/10/2020,6757,05/10/2022
13/10/2021,1839,05/10/2022
13/11/2020,16560,05/10/2022
13/11/2021,5075,05/10/2022
13/12/2020,6425,05/10/2022
13/12/2021,14128,05/10/2022
14/01/2021,6146,05/10/2022
14/01/2022,42083,05/10/2022
14/02/2020,68,05/10/2022
14/02/2021,5962,05/10/2022
14/02/2022,20136,05/10/2022
14/03/2020,4691,05/10/2022
14/03/2021,11552,05/10/2022
14/03/2022,28241,05/10/2022
14/04/2020,1857,05/10/2022
14/04/2021,7370,05/10/2022
14/04/2022,17417,05/10/2022
14/05/2020,338,05/10/2022
14/05/2021,2598,05/10/2022
14/05/2022,8561,05/10/2022
14/06/2020,82,05/10/2022
14/06/2021,644,05/10/2022
14/06/2022,12423,05/10/2022
14/07/2020,115,05/10/2022
14/07/2021,2294,05/10/2022
14/07/2022,22640,05/10/2022
14/08/2020,311,05/10/2022
14/08/2021,3362,05/10/2022
14/08/2022,5139,05/10/2022
14/09/2020,906,05/10/2022
14/09/2021,2450,05/10/2022
14/09/2022,6158,05/10/2022
14/10/2020,7467,05/10/2022
14/10/2021,1778,05/10/2022
14/11/2020,15703,05/10/2022
14/11/2021,5310,05/10/2022
14/12/2020,8900,05/10/2022
14/12/2021,13795,05/10/2022
15/01/2021,6360,05/10/2022
15/01/2022,41698,05/10/2022
15/02/2020,150,05/10/2022
15/02/2021,7999,05/10/2022
15/02/2022,16697,05/10/2022
15/03/2020,5861,05/10/2022
15/03/2021,14992,05/10/2022
15/03/2022,25571,05/10/2022
15/04/2020,2178,05/10/2022
15/04/2021,7123,05/10/2022
15/04/2022,16254,05/10/2022
15/05/2020,343,05/10/2022
15/05/2021,2402,05/10/2022
15/05/2022,7917,05/10/2022
15/06/2020,120,05/10/2022
15/06/2021,479,05/10/2022
15/06/2022,12645,05/10/2022
15/07/2020,101,05/10/2022
15/07/2021,2366,05/10/2022
15/07/2022,20530,05/10/2022
15/08/2020,360,05/10/2022
15/08/2021,3404,05/10/2022
15/08/2022,6412,05/10/2022
15/09/2020,920,05/10/2022
15/09/2021,2406,05/10/2022
15/09/2022,5732,05/10/2022
15/10/2020,8348,05/10/2022
15/10/2021,1819,05/10/2022
15/11/2020,13916,05/10/2022
15/11/2021,6767,05/10/2022
15/12/2020,8126,05/10/2022
15/12/2021,13738,05/10/2022
16/01/2021,5758,05/10/2022
16/01/2022,42381,05/10/2022
16/02/2020,83,05/10/2022
16/02/2021,7574,05/10/2022
16/02/2022,16736,05/10/2022
16/03/2020,5336,05/10/2022
16/03/2021,12701,05/10/2022
16/03/2022,26274,05/10/2022
16/04/2020,1676,05/10/2022
16/04/2021,7069,05/10/2022
16/04/2022,14389,05/10/2022
16/05/2020,243,05/10/2022
16/05/2021,2163,05/10/2022
16/05/2022,12128,05/10/2022
16/06/2020,109,05/10/2022
16/06/2021,523,05/10/2022
16/06/2022,11963,05/10/2022
16/07/2020,96,05/10/2022
16/07/2021,2257,05/10/2022
16/07/2022,18205,05/10/2022
16/08/2020,372,05/10/2022
16/08/2021,4326,05/10/2022
16/08/2022,9754,05/10/2022
16/09/2020,846,05/10/2022
16/09/2021,2178,05/10/2022
16/09/2022,5543,05/10/2022
16/10/2020,9419,05/10/2022
16/10/2021,1789,05/10/2022
16/11/2020,16419,05/10/2022
16/11/2021,6475,05/10/2022
16/12/2020,7830,05/10/2022
16/12/2021,13332,05/10/2022
17/01/2021,5294,05/10/2022
17/01/2022,55967,05/10/2022
17/02/2020,146,05/10/2022
17/02/2021,8315,05/10/2022
17/02/2022,15823,05/10/2022
17/03/2020,4555,05/10/2022
17/03/2021,12739,05/10/2022
17/03/2022,23534,05/10/2022
17/04/2020,1642,05/10/2022
17/04/2021,6300,05/10/2022
17/04/2022,12380,05/10/2022
17/05/2020,187,05/10/2022
17/05/2021,2511,05/10/2022
17/05/2022,9386,05/10/2022
17/06/2020,97,05/10/2022
17/06/2021,445,05/10/2022
17/06/2022,12094,05/10/2022
17/07/2020,104,05/10/2022
17/07/2021,2268,05/10/2022
17/07/2022,16756,05/10/2022
17/08/2020,581,05/10/2022
17/08/2021,4243,05/10/2022
17/08/2022,7888,05/10/2022
17/09/2020,864,05/10/2022
17/09/2021,2164,05/10/2022
17/09/2022,5261,05/10/2022
17/10/2020,9147,05/10/2022
17/10/2021,1925,05/10/2022
17/11/2020,13171,05/10/2022
17/11/2021,6492,05/10/2022
17/12/2020,7395,05/10/2022
17/12/2021,14516,05/10/2022
18/01/2021,6927,05/10/2022
18/01/2022,50207,05/10/2022
18/02/2020,163,05/10/2022
18/02/2021,8449,05/10/2022
18/02/2022,14551,05/10/2022
18/03/2020,4782,05/10/2022
18/03/2021,12179,05/10/2022
18/03/2022,22099,05/10/2022
18/04/2020,1301,05/10/2022
18/04/2021,6572,05/10/2022
18/04/2022,16199,05/10/2022
18/05/2020,306,05/10/2022
18/05/2021,2366,05/10/2022
18/05/2022,8927,05/10/2022
18/06/2020,97,05/10/2022
18/06/2021,395,05/10/2022
18/06/2022,11377,05/10/2022
18/07/2020,98,05/10/2022
18/07/2021,2571,05/10/2022
18/07/2022,26952,05/10/2022
18/08/2020,635,05/10/2022
18/08/2021,4273,05/10/2022
18/08/2022,7328,05/10/2022
18/09/2020,875,05/10/2022
18/09/2021,1956,05/10/2022
18/09/2022,5756,05/10/2022
18/10/2020,9270,05/10/2022
18/10/2021,2583,05/10/2022
18/11/2020,14040,05/10/2022
18/11/2021,6524,05/10/2022
18/12/2020,7882,05/10/2022
18/12/2021,14877,05/10/2022
19/01/2021,6320,05/10/2022
19/01/2022,46268,05/10/2022
19/02/2020,145,05/10/2022
19/02/2021,8588,05/10/2022
19/02/2022,13063,05/10/2022
19/03/2020,4271,05/10/2022
19/03/2021,12160,05/10/2022
19/03/2022,20664,05/10/2022
19/04/2020,1047,05/10/2022
19/04/2021,7849,05/10/2022
19/04/2022,25401,05/10/2022
19/05/2020,253,05/10/2022
19/05/2021,2162,05/10/2022
19/05/2022,7474,05/10/2022
19/06/2020,91,05/10/2022
19/06/2021,339,05/10/2022
19/06/2022,12673,05/10/2022
19/07/2020,93,05/10/2022
19/07/2021,2949,05/10/2022
19/07/2022,21701,05/10/2022
19/08/2020,584,05/10/2022
19/08/2021,3858,05/10/2022
19/08/2022,6823,05/10/2022
19/09/2020,857,05/10/2022
19/09/2021,1852,05/10/2022
19/09/2022,9323,05/10/2022
19/10/2020,13021,05/10/2022
19/10/2021,2455,05/10/2022
19/11/2020,12268,05/10/2022
19/11/2021,6318,05/10/2022
19/12/2020,7116,05/10/2022
19/12/2021,16316,05/10/2022
20/01/2021,6801,05/10/2022
20/01/2022,43660,05/10/2022
20/02/2020,408,05/10/2022
20/02/2021,9282,05/10/2022
20/02/2022,13049,05/10/2022
20/03/2020,6193,05/10/2022
20/03/2021,12108,05/10/2022
20/03/2022,20330,05/10/2022
20/04/2020,1906,05/10/2022
20/04/2021,7497,05/10/2022
20/04/2022,22572,05/10/2022
20/05/2020,293,05/10/2022
20/05/2021,1992,05/10/2022
20/05/2022,6894,05/10/2022
20/06/2020,69,05/10/2022
20/06/2021,362,05/10/2022
20/06/2022,19878,05/10/2022
20/07/2020,144,05/10/2022
20/07/2021,3226,05/10/2022
20/07/2022,20320,05/10/2022
20/08/2020,597,05/10/2022
20/08/2021,3761,05/10/2022
20/08/2022,6453,05/10/2022
20/09/2020,837,05/10/2022
20/09/2021,2164,05/10/2022
20/09/2022,7871,05/10/2022
20/10/2020,14058,05/10/2022
20/10/2021,2551,05/10/2022
20/11/2020,13035,05/10/2022
20/11/2021,6582,05/10/2022
20/12/2020,7618,05/10/2022
20/12/2021,23980,05/10/2022
21/01/2021,5932,05/10/2022
21/01/2022,39562,05/10/2022
21/02/2020,317,05/10/2022
21/02/2021,8493,05/10/2022
21/02/2022,17291,05/10/2022
21/03/2020,3838,05/10/2022
21/03/2021,10697,05/10/2022
21/03/2022,29694,05/10/2022
21/04/2020,1197,05/10/2022
21/04/2021,7270,05/10/2022
21/04/2022,20349,05/10/2022
21/05/2020,227,05/10/2022
21/05/2021,1798,05/10/2022
21/05/2022,6143,05/10/2022
21/06/2020,66,05/10/2022
21/06/2021,393,05/10/2022
21/06/2022,17672,05/10/2022
21/07/2020,129,05/10/2022
21/07/2021,3196,05/10/2022
21/07/2022,17585,05/10/2022
21/08/2020,639,05/10/2022
21/08/2021,3479,05/10/2022
21/08/2022,5987,05/10/2022
21/09/2020,992,05/10/2022
21/09/2021,1986,05/10/2022
21/09/2022,7685,05/10/2022
21/10/2020,13376,05/10/2022
21/10/2021,2566,05/10/2022
21/11/2020,10479,05/10/2022
21/11/2021,6221,05/10/2022
21/12/2020,8634,05/10/2022
21/12/2021,24210,05/10/2022
22/01/2021,6310,05/10/2022
22/01/2022,35925,05/10/2022
22/02/2020,400,05/10/2022
22/02/2021,11304,05/10/2022
22/02/2022,14731,05/10/2022
22/03/2020,3797,05/10/2022
22/03/2021,13937,05/10/2022
22/03/2022,25584,05/10/2022
22/04/2020,1233,05/10/2022
22/04/2021,6986,05/10/2022
22/04/2022,17951,05/10/2022
22/05/2020,193,05/10/2022
22/05/2021,1578,05/10/2022
22/05/2022,5857,05/10/2022
22/06/2020,90,05/10/2022
22/06/2021,409,05/10/2022
22/06/2022,17794,05/10/2022
22/07/2020,123,05/10/2022
22/07/2021,3002,05/10/2022
22/07/2022,16614,05/10/2022
22/08/2020,601,05/10/2022
22/08/2021,3564,05/10/2022
22/08/2022,9496,05/10/2022
22/09/2020,967,05/10/2022
22/09/2021,1988,05/10/2022
22/09/2022,7704,05/10/2022
22/10/2020,13524,05/10/2022
22/10/2021,2673,05/10/2022
22/11/2020,8919,05/10/2022
22/11/2021,8192,05/10/2022
22/12/2020,8465,05/10/2022
22/12/2021,25982,05/10/2022
23/01/2021,6213,05/10/2022
23/01/2022,34065,05/10/2022
23/02/2020,500,05/10/2022
23/02/2021,10341,05/10/2022
23/02/2022,15205,05/10/2022
23/03/2020,4380,05/10/2022
23/03/2021,12283,05/10/2022
23/03/2022,25379,05/10/2022
23/04/2020,1251,05/10/2022
23/04/2021,6891,05/10/2022
23/04/2022,14547,05/10/2022
23/05/2020,141,05/10/2022
23/05/2021,1589,05/10/2022
23/05/2022,8818,05/10/2022
23/06/2020,79,05/10/2022
23/06/2021,389,05/10/2022
23/06/2022,17110,05/10/2022
23/07/2020,146,05/10/2022
23/07/2021,2948,05/10/2022
23/07/2022,14478,05/10/2022
23/08/2020,616,05/10/2022
23/08/2021,4240,05/10/2022
23/08/2022,7886,05/10/2022
23/09/2020,914,05/10/2022
23/09/2021,1891,05/10/2022
23/09/2022,7735,05/10/2022
23/10/2020,15262,05/10/2022
23/10/2021,2598,05/10/2022
23/11/2020,11497,05/10/2022
23/11/2021,7630,05/10/2022
23/12/2020,8715,05/10/2022
23/12/2021,26923,05/10/2022
24/01/2021,5668,05/10/2022
24/01/2022,46804,05/10/2022
24/02/2020,676,05/10/2022
24/02/2021,10569,05/10/2022
24/02/2022,12656,05/10/2022
24/03/2020,3578,05/10/2022
24/03/2021,11853,05/10/2022
24/03/2022,23580,05/10/2022
24/04/2020,1124,05/10/2022
24/04/2021,6282,05/10/2022
24/04/2022,12489,05/10/2022
24/05/2020,107,05/10/2022
24/05/2021,1885,05/10/2022
24/05/2022,6940,05/10/2022
24/06/2020,100,05/10/2022
24/06/2021,362,05/10/2022
24/06/2022,16957,05/10/2022
24/07/2020,118,05/10/2022
24/07/2021,2903,05/10/2022
24/07/2022,13622,05/10/2022
24/08/2020,705,05/10/2022
24/08/2021,3762,05/10/2022
24/08/2022,6855,05/10/2022
24/09/2020,868,05/10/2022
24/09/2021,1923,05/10/2022
24/09/2022,8698,05/10/2022
24/10/2020,13914,05/10/2022
24/10/2021,2559,05/10/2022
24/11/2020,10384,05/10/2022
24/11/2021,7726,05/10/2022
24/12/2020,8782,05/10/2022
24/12/2021,30063,05/10/2022
25/01/2021,7082,05/10/2022
25/01/2022,39495,05/10/2022
25/02/2020,814,05/10/2022
25/02/2021,10161,05/10/2022
25/02/2022,11612,05/10/2022
25/03/2020,3834,05/10/2022
25/03/2021,11845,05/10/2022
25/03/2022,21640,05/10/2022
25/04/2020,883,05/10/2022
25/04/2021,5938,05/10/2022
25/04/2022,15433,05/10/2022
25/05/2020,237,05/10/2022
25/05/2021,1607,05/10/2022
25/05/2022,6580,05/10/2022
25/06/2020,91,05/10/2022
25/06/2021,347,05/10/2022
25/06/2022,16112,05/10/2022
25/07/2020,132,05/10/2022
25/07/2021,3190,05/10/2022
25/07/2022,21986,05/10/2022
25/08/2020,653,05/10/2022
25/08/2021,3720,05/10/2022
25/08/2022,6907,05/10/2022
25/09/2020,1003,05/10/2022
25/09/2021,1682,05/10/2022
25/09/2022,9000,05/10/2022
25/10/2020,14174,05/10/2022
25/10/2021,3191,05/10/2022
25/11/2020,10111,05/10/2022
25/11/2021,7652,05/10/2022
25/12/2020,7629,05/10/2022
25/12/2021,30470,05/10/2022
26/01/2021,6164,05/10/2022
26/01/2022,36355,05/10/2022
26/02/2020,741,05/10/2022
26/02/2021,10754,05/10/2022
26/02/2022,10530,05/10/2022
26/03/2020,3292,05/10/2022
26/03/2021,11206,05/10/2022
26/03/2022,20059,05/10/2022
26/04/2020,676,05/10/2022
26/04/2021,7094,05/10/2022
26/04/2022,22834,05/10/2022
26/05/2020,186,05/10/2022
26/05/2021,1579,05/10/2022
26/05/2022,5783,05/10/2022
26/06/2020,110,05/10/2022
26/06/2021,322,05/10/2022
26/06/2022,16743,05/10/2022
26/07/2020,102,05/10/2022
26/07/2021,3806,05/10/2022
26/07/2022,17420,05/10/2022
26/08/2020,642,05/10/2022
26/08/2021,3278,05/10/2022
26/08/2022,6427,05/10/2022
26/09/2020,972,05/10/2022
26/09/2021,1680,05/10/2022
26/09/2022,19878,05/10/2022
