DATA_DECESSO,DECESSI,iss_date
28/09/2020,21,05/10/2022
28/09/2021,42,05/10/2022
28/09/2022,34,05/10/2022
28/10/2020,305,05/10/2022
28/10/2021,29,05/10/2022
28/11/2020,731,05/10/2022
28/11/2021,71,05/10/2022
28/12/2020,505,05/10/2022
28/12/2021,142,05/10/2022
29/01/2021,357,05/10/2022
29/01/2022,347,05/10/2022
29/02/2020,15,05/10/2022
29/03/2020,766,05/10/2022
29/03/2021,457,05/10/2022
29/03/2022,135,05/10/2022
29/04/2020,301,05/10/2022
29/04/2021,243,05/10/2022
29/04/2022,129,05/10/2022
29/05/2020,61,05/10/2022
29/05/2021,72,05/10/2022
29/05/2022,43,05/10/2022
29/06/2020,18,05/10/2022
29/06/2021,15,05/10/2022
29/06/2022,65,05/10/2022
29/07/2020,7,05/10/2022
29/07/2021,15,05/10/2022
29/07/2022,137,05/10/2022
29/08/2020,<5,05/10/2022
29/08/2021,65,05/10/2022
29/08/2022,64,05/10/2022
29/09/2020,25,05/10/2022
29/09/2021,45,05/10/2022
29/09/2022,26,05/10/2022
29/10/2020,297,05/10/2022
29/10/2021,47,05/10/2022
29/11/2020,674,05/10/2022
29/11/2021,87,05/10/2022
29/12/2020,450,05/10/2022
29/12/2021,145,05/10/2022
30/01/2021,380,05/10/2022
30/01/2022,342,05/10/2022
30/03/2020,780,05/10/2022
30/03/2021,420,05/10/2022
30/03/2022,143,05/10/2022
30/04/2020,261,05/10/2022
30/04/2021,247,05/10/2022
30/04/2022,111,05/10/2022
30/05/2020,49,05/10/2022
30/05/2021,51,05/10/2022
30/05/2022,39,05/10/2022
30/06/2020,16,05/10/2022
30/06/2021,14,05/10/2022
30/06/2022,69,05/10/2022
30/07/2020,7,05/10/2022
30/07/2021,8,05/10/2022
30/07/2022,114,05/10/2022
30/08/2020,7,05/10/2022
30/08/2021,50,05/10/2022
30/08/2022,63,05/10/2022
30/09/2020,19,05/10/2022
30/09/2021,46,05/10/2022
30/09/2022,16,05/10/2022
30/10/2020,356,05/10/2022
30/10/2021,31,05/10/2022
30/11/2020,695,05/10/2022
30/11/2021,72,05/10/2022
30/12/2020,477,05/10/2022
30/12/2021,151,05/10/2022
31/01/2021,365,05/10/2022
31/01/2022,384,05/10/2022
31/03/2020,704,05/10/2022
31/03/2021,451,05/10/2022
31/03/2022,137,05/10/2022
31/05/2020,48,05/10/2022
31/05/2021,67,05/10/2022
31/05/2022,54,05/10/2022
31/07/2020,<5,05/10/2022
31/07/2021,16,05/10/2022
31/07/2022,113,05/10/2022
31/08/2020,9,05/10/2022
31/08/2021,62,05/10/2022
31/08/2022,47,05/10/2022
31/10/2020,372,05/10/2022
31/10/2021,43,05/10/2022
31/12/2020,436,05/10/2022
31/12/2021,157,05/10/2022
,22633047,05/10/2022
