DATA_INIZIO_SINTOMI,CASI,iss_date
27/11/2020,9363,25/08/2022
27/11/2021,7316,25/08/2022
27/12/2020,9100,25/08/2022
27/12/2021,59209,25/08/2022
28/01/2020,15,25/08/2022
28/01/2021,6025,25/08/2022
28/01/2022,30196,25/08/2022
28/02/2020,1207,25/08/2022
28/02/2021,9517,25/08/2022
28/02/2022,15443,25/08/2022
28/03/2020,3150,25/08/2022
28/03/2021,9463,25/08/2022
28/03/2022,28835,25/08/2022
28/04/2020,872,25/08/2022
28/04/2021,5936,25/08/2022
28/04/2022,16105,25/08/2022
28/05/2020,173,25/08/2022
28/05/2021,1390,25/08/2022
28/05/2022,4698,25/08/2022
28/06/2020,61,25/08/2022
28/06/2021,461,25/08/2022
28/06/2022,23473,25/08/2022
28/07/2020,146,25/08/2022
28/07/2021,3656,25/08/2022
28/07/2022,13899,25/08/2022
28/08/2020,599,25/08/2022
28/08/2021,3010,25/08/2022
28/09/2020,1390,25/08/2022
28/09/2021,1953,25/08/2022
28/10/2020,18216,25/08/2022
28/10/2021,3034,25/08/2022
28/11/2020,8933,25/08/2022
28/11/2021,7339,25/08/2022
28/12/2020,11345,25/08/2022
28/12/2021,57180,25/08/2022
29/01/2020,21,25/08/2022
29/01/2021,5836,25/08/2022
29/01/2022,26043,25/08/2022
29/02/2020,1078,25/08/2022
29/03/2020,2377,25/08/2022
29/03/2021,11879,25/08/2022
29/03/2022,24017,25/08/2022
29/04/2020,925,25/08/2022
29/04/2021,5267,25/08/2022
29/04/2022,14184,25/08/2022
29/05/2020,142,25/08/2022
29/05/2021,1163,25/08/2022
29/05/2022,4198,25/08/2022
29/06/2020,106,25/08/2022
29/06/2021,481,25/08/2022
29/06/2022,22708,25/08/2022
29/07/2020,142,25/08/2022
29/07/2021,3323,25/08/2022
29/07/2022,12646,25/08/2022
29/08/2020,450,25/08/2022
29/08/2021,2898,25/08/2022
29/09/2020,1303,25/08/2022
29/09/2021,1810,25/08/2022
29/10/2020,18436,25/08/2022
29/10/2021,2832,25/08/2022
29/11/2020,6980,25/08/2022
29/11/2021,9130,25/08/2022
29/12/2020,9809,25/08/2022
29/12/2021,51528,25/08/2022
30/01/2020,29,25/08/2022
30/01/2021,5668,25/08/2022
30/01/2022,24211,25/08/2022
30/03/2020,3675,25/08/2022
30/03/2021,10339,25/08/2022
30/03/2022,23156,25/08/2022
30/04/2020,868,25/08/2022
30/04/2021,4896,25/08/2022
30/04/2022,12099,25/08/2022
30/05/2020,122,25/08/2022
30/05/2021,1124,25/08/2022
30/05/2022,6767,25/08/2022
30/06/2020,71,25/08/2022
30/06/2021,552,25/08/2022
30/06/2022,22379,25/08/2022
30/07/2020,124,25/08/2022
30/07/2021,3303,25/08/2022
30/07/2022,10950,25/08/2022
30/08/2020,452,25/08/2022
30/08/2021,3558,25/08/2022
30/09/2020,1720,25/08/2022
30/09/2021,1685,25/08/2022
30/10/2020,17970,25/08/2022
30/10/2021,2967,25/08/2022
30/11/2020,9951,25/08/2022
30/11/2021,8518,25/08/2022
30/12/2020,9656,25/08/2022
30/12/2021,44045,25/08/2022
31/01/2020,34,25/08/2022
31/01/2021,5212,25/08/2022
31/01/2022,33825,25/08/2022
31/03/2020,2598,25/08/2022
31/03/2021,9111,25/08/2022
31/03/2022,20192,25/08/2022
31/05/2020,69,25/08/2022
31/05/2021,1223,25/08/2022
31/05/2022,5447,25/08/2022
31/07/2020,125,25/08/2022
31/07/2021,3054,25/08/2022
31/07/2022,9328,25/08/2022
31/08/2020,584,25/08/2022
31/08/2021,3102,25/08/2022
31/10/2020,14711,25/08/2022
31/10/2021,2673,25/08/2022
31/12/2020,9180,25/08/2022
31/12/2021,37312,25/08/2022
,13817780,25/08/2022
