DATA_PRELIEVO_DIAGNOSI,CASI,iss_date
18/04/2020,2641,11/08/2022
19/04/2020,1385,11/08/2022
20/04/2020,3007,11/08/2022
21/04/2020,3081,11/08/2022
22/04/2020,2603,11/08/2022
23/04/2020,2810,11/08/2022
24/04/2020,2740,11/08/2022
25/04/2020,1666,11/08/2022
26/04/2020,1017,11/08/2022
27/04/2020,1981,11/08/2022
28/04/2020,2240,11/08/2022
29/04/2020,2328,11/08/2022
30/04/2020,2267,11/08/2022
01/05/2020,1084,11/08/2022
02/05/2020,1021,11/08/2022
03/05/2020,506,11/08/2022
04/05/2020,1456,11/08/2022
05/05/2020,1537,11/08/2022
06/05/2020,1441,11/08/2022
07/05/2020,1389,11/08/2022
08/05/2020,1380,11/08/2022
09/05/2020,731,11/08/2022
10/05/2020,336,11/08/2022
11/05/2020,873,11/08/2022
12/05/2020,915,11/08/2022
13/05/2020,890,11/08/2022
14/05/2020,900,11/08/2022
15/05/2020,791,11/08/2022
16/05/2020,606,11/08/2022
17/05/2020,298,11/08/2022
18/05/2020,655,11/08/2022
19/05/2020,720,11/08/2022
20/05/2020,676,11/08/2022
21/05/2020,621,11/08/2022
22/05/2020,685,11/08/2022
23/05/2020,356,11/08/2022
24/05/2020,147,11/08/2022
25/05/2020,513,11/08/2022
26/05/2020,540,11/08/2022
27/05/2020,523,11/08/2022
28/05/2020,516,11/08/2022
29/05/2020,386,11/08/2022
30/05/2020,286,11/08/2022
31/05/2020,89,11/08/2022
01/06/2020,377,11/08/2022
02/06/2020,87,11/08/2022
03/06/2020,358,11/08/2022
04/06/2020,361,11/08/2022
05/06/2020,385,11/08/2022
06/06/2020,203,11/08/2022
07/06/2020,84,11/08/2022
08/06/2020,300,11/08/2022
09/06/2020,368,11/08/2022
10/06/2020,394,11/08/2022
11/06/2020,449,11/08/2022
12/06/2020,369,11/08/2022
13/06/2020,214,11/08/2022
14/06/2020,68,11/08/2022
15/06/2020,276,11/08/2022
16/06/2020,280,11/08/2022
17/06/2020,303,11/08/2022
18/06/2020,233,11/08/2022
19/06/2020,290,11/08/2022
20/06/2020,165,11/08/2022
21/06/2020,62,11/08/2022
22/06/2020,338,11/08/2022
23/06/2020,289,11/08/2022
24/06/2020,207,11/08/2022
25/06/2020,203,11/08/2022
26/06/2020,186,11/08/2022
27/06/2020,124,11/08/2022
28/06/2020,66,11/08/2022
29/06/2020,231,11/08/2022
30/06/2020,203,11/08/2022
01/07/2020,237,11/08/2022
02/07/2020,250,11/08/2022
03/07/2020,244,11/08/2022
04/07/2020,225,11/08/2022
05/07/2020,77,11/08/2022
06/07/2020,237,11/08/2022
07/07/2020,226,11/08/2022
08/07/2020,289,11/08/2022
09/07/2020,220,11/08/2022
10/07/2020,255,11/08/2022
11/07/2020,164,11/08/2022
12/07/2020,65,11/08/2022
13/07/2020,192,11/08/2022
14/07/2020,243,11/08/2022
15/07/2020,240,11/08/2022
16/07/2020,264,11/08/2022
17/07/2020,284,11/08/2022
18/07/2020,173,11/08/2022
19/07/2020,111,11/08/2022
20/07/2020,319,11/08/2022
21/07/2020,279,11/08/2022
22/07/2020,288,11/08/2022
23/07/2020,270,11/08/2022
24/07/2020,312,11/08/2022
25/07/2020,197,11/08/2022
26/07/2020,91,11/08/2022
27/07/2020,326,11/08/2022
28/07/2020,319,11/08/2022
29/07/2020,473,11/08/2022
30/07/2020,373,11/08/2022
31/07/2020,324,11/08/2022
01/08/2020,202,11/08/2022
02/08/2020,107,11/08/2022
03/08/2020,422,11/08/2022
04/08/2020,394,11/08/2022
05/08/2020,509,11/08/2022
06/08/2020,400,11/08/2022
07/08/2020,499,11/08/2022
08/08/2020,346,11/08/2022
09/08/2020,198,11/08/2022
10/08/2020,501,11/08/2022
11/08/2020,540,11/08/2022
12/08/2020,631,11/08/2022
13/08/2020,548,11/08/2022
14/08/2020,634,11/08/2022
15/08/2020,324,11/08/2022
16/08/2020,299,11/08/2022
17/08/2020,702,11/08/2022
18/08/2020,927,11/08/2022
19/08/2020,1078,11/08/2022
20/08/2020,1167,11/08/2022
21/08/2020,1424,11/08/2022
22/08/2020,1059,11/08/2022
23/08/2020,716,11/08/2022
24/08/2020,1673,11/08/2022
25/08/2020,1592,11/08/2022
26/08/2020,1544,11/08/2022
27/08/2020,1522,11/08/2022
28/08/2020,1465,11/08/2022
29/08/2020,1080,11/08/2022
30/08/2020,575,11/08/2022
31/08/2020,1427,11/08/2022
01/09/2020,1430,11/08/2022
02/09/2020,1627,11/08/2022
03/09/2020,1608,11/08/2022
04/09/2020,1653,11/08/2022
05/09/2020,1154,11/08/2022
06/09/2020,560,11/08/2022
07/09/2020,1548,11/08/2022
08/09/2020,1614,11/08/2022
09/09/2020,1639,11/08/2022
10/09/2020,1668,11/08/2022
11/09/2020,1621,11/08/2022
12/09/2020,1224,11/08/2022
13/09/2020,597,11/08/2022
14/09/2020,1669,11/08/2022
15/09/2020,1829,11/08/2022
16/09/2020,1615,11/08/2022
17/09/2020,1759,11/08/2022
18/09/2020,1929,11/08/2022
19/09/2020,1338,11/08/2022
20/09/2020,658,11/08/2022
21/09/2020,1975,11/08/2022
22/09/2020,1937,11/08/2022
23/09/2020,2060,11/08/2022
24/09/2020,2013,11/08/2022
25/09/2020,2105,11/08/2022
26/09/2020,1500,11/08/2022
27/09/2020,906,11/08/2022
28/09/2020,2281,11/08/2022
29/09/2020,2330,11/08/2022
30/09/2020,2625,11/08/2022
01/10/2020,3058,11/08/2022
02/10/2020,3342,11/08/2022
03/10/2020,2617,11/08/2022
04/10/2020,1763,11/08/2022
05/10/2020,4687,11/08/2022
06/10/2020,4957,11/08/2022
07/10/2020,5483,11/08/2022
08/10/2020,6206,11/08/2022
09/10/2020,7002,11/08/2022
10/10/2020,6062,11/08/2022
11/10/2020,3425,11/08/2022
12/10/2020,9592,11/08/2022
13/10/2020,10475,11/08/2022
14/10/2020,11498,11/08/2022
15/10/2020,12233,11/08/2022
16/10/2020,13812,11/08/2022
17/10/2020,11920,11/08/2022
18/10/2020,6424,11/08/2022
19/10/2020,17667,11/08/2022
20/10/2020,19769,11/08/2022
21/10/2020,22843,11/08/2022
22/10/2020,24282,11/08/2022
23/10/2020,26207,11/08/2022
24/10/2020,20288,11/08/2022
25/10/2020,11337,11/08/2022
26/10/2020,28783,11/08/2022
27/10/2020,31827,11/08/2022
28/10/2020,34304,11/08/2022
29/10/2020,33376,11/08/2022
30/10/2020,35603,11/08/2022
31/10/2020,25825,11/08/2022
01/11/2020,13869,11/08/2022
02/11/2020,35424,11/08/2022
03/11/2020,38424,11/08/2022
04/11/2020,41722,11/08/2022
05/11/2020,40672,11/08/2022
06/11/2020,42029,11/08/2022
07/11/2020,30433,11/08/2022
08/11/2020,15661,11/08/2022
09/11/2020,39341,11/08/2022
10/11/2020,40859,11/08/2022
11/11/2020,39767,11/08/2022
12/11/2020,39286,11/08/2022
13/11/2020,40072,11/08/2022
14/11/2020,29144,11/08/2022
15/11/2020,14584,11/08/2022
16/11/2020,36691,11/08/2022
17/11/2020,38526,11/08/2022
18/11/2020,37053,11/08/2022
19/11/2020,35485,11/08/2022
20/11/2020,32902,11/08/2022
21/11/2020,22860,11/08/2022
22/11/2020,10850,11/08/2022
23/11/2020,28506,11/08/2022
24/11/2020,28883,11/08/2022
25/11/2020,27487,11/08/2022
26/11/2020,26594,11/08/2022
27/11/2020,24493,11/08/2022
28/11/2020,18241,11/08/2022
29/11/2020,8258,11/08/2022
30/11/2020,22586,11/08/2022
01/12/2020,23246,11/08/2022
02/12/2020,21658,11/08/2022
03/12/2020,20258,11/08/2022
04/12/2020,20508,11/08/2022
05/12/2020,15442,11/08/2022
06/12/2020,6362,11/08/2022
07/12/2020,19540,11/08/2022
08/12/2020,7718,11/08/2022
09/12/2020,20168,11/08/2022
10/12/2020,20714,11/08/2022
11/12/2020,19820,11/08/2022
12/12/2020,14336,11/08/2022
13/12/2020,5776,11/08/2022
14/12/2020,18196,11/08/2022
15/12/2020,18616,11/08/2022
16/12/2020,17030,11/08/2022
17/12/2020,16586,11/08/2022
18/12/2020,17040,11/08/2022
19/12/2020,12998,11/08/2022
20/12/2020,6461,11/08/2022
21/12/2020,17349,11/08/2022
22/12/2020,19668,11/08/2022
23/12/2020,19182,11/08/2022
24/12/2020,15967,11/08/2022
25/12/2020,4593,11/08/2022
26/12/2020,7980,11/08/2022
27/12/2020,7736,11/08/2022
28/12/2020,19236,11/08/2022
29/12/2020,24225,11/08/2022
30/12/2020,23982,11/08/2022
31/12/2020,19237,11/08/2022
01/01/2021,5868,11/08/2022
02/01/2021,16275,11/08/2022
03/01/2021,8411,11/08/2022
04/01/2021,23024,11/08/2022
05/01/2021,24936,11/08/2022
06/01/2021,9147,11/08/2022
07/01/2021,21587,11/08/2022
08/01/2021,21212,11/08/2022
09/01/2021,15633,11/08/2022
10/01/2021,7014,11/08/2022
11/01/2021,17111,11/08/2022
12/01/2021,16541,11/08/2022
13/01/2021,15512,11/08/2022
14/01/2021,14713,11/08/2022
15/01/2021,14414,11/08/2022
16/01/2021,10943,11/08/2022
17/01/2021,5027,11/08/2022
18/01/2021,14594,11/08/2022
19/01/2021,14623,11/08/2022
20/01/2021,13809,11/08/2022
21/01/2021,12955,11/08/2022
22/01/2021,13774,11/08/2022
23/01/2021,10550,11/08/2022
24/01/2021,4888,11/08/2022
25/01/2021,14383,11/08/2022
26/01/2021,14674,11/08/2022
27/01/2021,13403,11/08/2022
28/01/2021,12267,11/08/2022
29/01/2021,13033,11/08/2022
30/01/2021,10291,11/08/2022
31/01/2021,4826,11/08/2022
01/02/2021,13478,11/08/2022
02/02/2021,14003,11/08/2022
03/02/2021,13394,11/08/2022
04/02/2021,13339,11/08/2022
05/02/2021,13659,11/08/2022
06/02/2021,10788,11/08/2022
07/02/2021,4835,11/08/2022
08/02/2021,13942,11/08/2022
09/02/2021,14683,11/08/2022
10/02/2021,13934,11/08/2022
11/02/2021,13482,11/08/2022
12/02/2021,13169,11/08/2022
13/02/2021,9858,11/08/2022
14/02/2021,4404,11/08/2022
15/02/2021,13028,11/08/2022
16/02/2021,14148,11/08/2022
17/02/2021,14123,11/08/2022
18/02/2021,14675,11/08/2022
19/02/2021,15497,11/08/2022
20/02/2021,12696,11/08/2022
21/02/2021,5804,11/08/2022
22/02/2021,18037,11/08/2022
23/02/2021,19931,11/08/2022
24/02/2021,19980,11/08/2022
25/02/2021,19582,11/08/2022
26/02/2021,21026,11/08/2022
27/02/2021,16035,11/08/2022
28/02/2021,7103,11/08/2022
01/03/2021,22071,11/08/2022
02/03/2021,23222,11/08/2022
03/03/2021,24019,11/08/2022
04/03/2021,22900,11/08/2022
05/03/2021,24400,11/08/2022
06/03/2021,18214,11/08/2022
07/03/2021,8052,11/08/2022
08/03/2021,24020,11/08/2022
09/03/2021,26066,11/08/2022
10/03/2021,25823,11/08/2022
11/03/2021,25816,11/08/2022
12/03/2021,25419,11/08/2022
13/03/2021,20125,11/08/2022
14/03/2021,8953,11/08/2022
15/03/2021,24490,11/08/2022
16/03/2021,26014,11/08/2022
17/03/2021,24911,11/08/2022
18/03/2021,24128,11/08/2022
19/03/2021,23643,11/08/2022
20/03/2021,17952,11/08/2022
21/03/2021,8442,11/08/2022
22/03/2021,23393,11/08/2022
23/03/2021,24607,11/08/2022
24/03/2021,24299,11/08/2022
25/03/2021,23252,11/08/2022
26/03/2021,23508,11/08/2022
27/03/2021,17367,11/08/2022
28/03/2021,8209,11/08/2022
29/03/2021,22445,11/08/2022
30/03/2021,23473,11/08/2022
31/03/2021,22299,11/08/2022
01/04/2021,21709,11/08/2022
02/04/2021,20562,11/08/2022
03/04/2021,15577,11/08/2022
04/04/2021,5673,11/08/2022
05/04/2021,7262,11/08/2022
06/04/2021,18546,11/08/2022
07/04/2021,19271,11/08/2022
08/04/2021,17724,11/08/2022
09/04/2021,17338,11/08/2022
10/04/2021,14066,11/08/2022
11/04/2021,6746,11/08/2022
12/04/2021,16877,11/08/2022
13/04/2021,17357,11/08/2022
14/04/2021,16361,11/08/2022
15/04/2021,15021,11/08/2022
16/04/2021,15139,11/08/2022
17/04/2021,11466,11/08/2022
18/04/2021,5805,11/08/2022
19/04/2021,14756,11/08/2022
20/04/2021,15701,11/08/2022
21/04/2021,14847,11/08/2022
22/04/2021,14302,11/08/2022
23/04/2021,14531,11/08/2022
24/04/2021,12078,11/08/2022
25/04/2021,5269,11/08/2022
26/04/2021,13712,11/08/2022
27/04/2021,14460,11/08/2022
28/04/2021,13796,11/08/2022
29/04/2021,12454,11/08/2022
30/04/2021,12952,11/08/2022
01/05/2021,6132,11/08/2022
02/05/2021,4632,11/08/2022
03/05/2021,11509,11/08/2022
04/05/2021,11420,11/08/2022
05/05/2021,10809,11/08/2022
06/05/2021,9538,11/08/2022
07/05/2021,9543,11/08/2022
08/05/2021,7422,11/08/2022
09/05/2021,3609,11/08/2022
10/05/2021,8155,11/08/2022
11/05/2021,8295,11/08/2022
12/05/2021,7517,11/08/2022
13/05/2021,6721,11/08/2022
14/05/2021,6580,11/08/2022
15/05/2021,5049,11/08/2022
16/05/2021,2169,11/08/2022
17/05/2021,5510,11/08/2022
18/05/2021,5837,11/08/2022
19/05/2021,5119,11/08/2022
20/05/2021,4423,11/08/2022
21/05/2021,4533,11/08/2022
22/05/2021,3647,11/08/2022
23/05/2021,1481,11/08/2022
24/05/2021,3995,11/08/2022
25/05/2021,4045,11/08/2022
26/05/2021,3700,11/08/2022
27/05/2021,3424,11/08/2022
28/05/2021,3417,11/08/2022
29/05/2021,2706,11/08/2022
30/05/2021,1197,11/08/2022
31/05/2021,2982,11/08/2022
01/06/2021,3165,11/08/2022
02/06/2021,1260,11/08/2022
03/06/2021,2749,11/08/2022
04/06/2021,2987,11/08/2022
05/06/2021,2084,11/08/2022
06/06/2021,969,11/08/2022
07/06/2021,2217,11/08/2022
08/06/2021,2156,11/08/2022
09/06/2021,1853,11/08/2022
10/06/2021,1806,11/08/2022
11/06/2021,1825,11/08/2022
12/06/2021,1186,11/08/2022
13/06/2021,567,11/08/2022
14/06/2021,1468,11/08/2022
15/06/2021,1334,11/08/2022
16/06/2021,1232,11/08/2022
17/06/2021,1123,11/08/2022
18/06/2021,1088,11/08/2022
19/06/2021,827,11/08/2022
20/06/2021,367,11/08/2022
21/06/2021,958,11/08/2022
22/06/2021,942,11/08/2022
23/06/2021,809,11/08/2022
24/06/2021,801,11/08/2022
25/06/2021,856,11/08/2022
26/06/2021,657,11/08/2022
27/06/2021,277,11/08/2022
28/06/2021,841,11/08/2022
29/06/2021,805,11/08/2022
30/06/2021,883,11/08/2022
01/07/2021,916,11/08/2022
02/07/2021,994,11/08/2022
03/07/2021,833,11/08/2022
04/07/2021,406,11/08/2022
05/07/2021,1144,11/08/2022
06/07/2021,1388,11/08/2022
07/07/2021,1224,11/08/2022
08/07/2021,1401,11/08/2022
09/07/2021,1497,11/08/2022
10/07/2021,1414,11/08/2022
11/07/2021,798,11/08/2022
12/07/2021,2005,11/08/2022
13/07/2021,2615,11/08/2022
14/07/2021,2636,11/08/2022
15/07/2021,3204,11/08/2022
16/07/2021,3716,11/08/2022
17/07/2021,2992,11/08/2022
18/07/2021,1759,11/08/2022
19/07/2021,4251,11/08/2022
20/07/2021,5088,11/08/2022
21/07/2021,5146,11/08/2022
22/07/2021,4976,11/08/2022
23/07/2021,5453,11/08/2022
24/07/2021,4261,11/08/2022
25/07/2021,2212,11/08/2022
26/07/2021,6331,11/08/2022
27/07/2021,6430,11/08/2022
28/07/2021,6185,11/08/2022
29/07/2021,5961,11/08/2022
30/07/2021,6218,11/08/2022
31/07/2021,4974,11/08/2022
01/08/2021,2399,11/08/2022
02/08/2021,6666,11/08/2022
03/08/2021,7136,11/08/2022
04/08/2021,7168,11/08/2022
05/08/2021,6430,11/08/2022
06/08/2021,7137,11/08/2022
07/08/2021,5119,11/08/2022
08/08/2021,3022,11/08/2022
09/08/2021,7063,11/08/2022
10/08/2021,7513,11/08/2022
11/08/2021,7030,11/08/2022
12/08/2021,7154,11/08/2022
13/08/2021,7023,11/08/2022
14/08/2021,5187,11/08/2022
15/08/2021,2369,11/08/2022
16/08/2021,6757,11/08/2022
17/08/2021,7771,11/08/2022
18/08/2021,7408,11/08/2022
19/08/2021,7197,11/08/2022
20/08/2021,7540,11/08/2022
21/08/2021,5767,11/08/2022
22/08/2021,3130,11/08/2022
23/08/2021,7868,11/08/2022
24/08/2021,7963,11/08/2022
25/08/2021,7766,11/08/2022
26/08/2021,7024,11/08/2022
27/08/2021,7081,11/08/2022
28/08/2021,5612,11/08/2022
29/08/2021,2911,11/08/2022
30/08/2021,6882,11/08/2022
31/08/2021,7100,11/08/2022
01/09/2021,6618,11/08/2022
02/09/2021,6206,11/08/2022
03/09/2021,6269,11/08/2022
04/09/2021,4646,11/08/2022
05/09/2021,2387,11/08/2022
06/09/2021,5808,11/08/2022
07/09/2021,6007,11/08/2022
08/09/2021,5421,11/08/2022
09/09/2021,4975,11/08/2022
10/09/2021,5105,11/08/2022
11/09/2021,3948,11/08/2022
12/09/2021,1835,11/08/2022
13/09/2021,4937,11/08/2022
14/09/2021,5204,11/08/2022
15/09/2021,4868,11/08/2022
16/09/2021,4294,11/08/2022
17/09/2021,4461,11/08/2022
18/09/2021,3483,11/08/2022
19/09/2021,1707,11/08/2022
20/09/2021,4266,11/08/2022
21/09/2021,4153,11/08/2022
22/09/2021,3879,11/08/2022
23/09/2021,3564,11/08/2022
24/09/2021,3627,11/08/2022
25/09/2021,2923,11/08/2022
26/09/2021,1321,11/08/2022
27/09/2021,3539,11/08/2022
28/09/2021,3688,11/08/2022
29/09/2021,3470,11/08/2022
30/09/2021,3319,11/08/2022
01/10/2021,3166,11/08/2022
02/10/2021,2712,11/08/2022
03/10/2021,1074,11/08/2022
04/10/2021,3131,11/08/2022
05/10/2021,3212,11/08/2022
06/10/2021,2917,11/08/2022
07/10/2021,2809,11/08/2022
08/10/2021,2699,11/08/2022
09/10/2021,2112,11/08/2022
10/10/2021,1216,11/08/2022
11/10/2021,3048,11/08/2022
12/10/2021,2836,11/08/2022
13/10/2021,2714,11/08/2022
14/10/2021,2786,11/08/2022
15/10/2021,2989,11/08/2022
16/10/2021,2396,11/08/2022
17/10/2021,1218,11/08/2022
18/10/2021,3766,11/08/2022
19/10/2021,3951,11/08/2022
20/10/2021,3968,11/08/2022
21/10/2021,4061,11/08/2022
22/10/2021,4540,11/08/2022
23/10/2021,3647,11/08/2022
24/10/2021,1609,11/08/2022
25/10/2021,4935,11/08/2022
26/10/2021,5148,11/08/2022
27/10/2021,5241,11/08/2022
28/10/2021,5100,11/08/2022
29/10/2021,5097,11/08/2022
30/10/2021,4587,11/08/2022
31/10/2021,2207,11/08/2022
01/11/2021,2879,11/08/2022
02/11/2021,6498,11/08/2022
03/11/2021,6675,11/08/2022
04/11/2021,7204,11/08/2022
05/11/2021,7341,11/08/2022
06/11/2021,5810,11/08/2022
07/11/2021,2684,11/08/2022
08/11/2021,8194,11/08/2022
09/11/2021,8838,11/08/2022
10/11/2021,8440,11/08/2022
11/11/2021,8174,11/08/2022
12/11/2021,9145,11/08/2022
13/11/2021,7751,11/08/2022
14/11/2021,3572,11/08/2022
15/11/2021,10319,11/08/2022
16/11/2021,11409,11/08/2022
17/11/2021,10740,11/08/2022
18/11/2021,11136,11/08/2022
19/11/2021,11627,11/08/2022
20/11/2021,9759,11/08/2022
21/11/2021,4444,11/08/2022
22/11/2021,13036,11/08/2022
23/11/2021,13842,11/08/2022
24/11/2021,13853,11/08/2022
25/11/2021,13605,11/08/2022
26/11/2021,14186,11/08/2022
27/11/2021,12415,11/08/2022
28/11/2021,5777,11/08/2022
29/11/2021,16244,11/08/2022
30/11/2021,16422,11/08/2022
01/12/2021,16269,11/08/2022
02/12/2021,17051,11/08/2022
03/12/2021,17528,11/08/2022
04/12/2021,14605,11/08/2022
05/12/2021,6980,11/08/2022
06/12/2021,19958,11/08/2022
07/12/2021,20406,11/08/2022
08/12/2021,10184,11/08/2022
09/12/2021,21605,11/08/2022
10/12/2021,22978,11/08/2022
11/12/2021,19490,11/08/2022
12/12/2021,9329,11/08/2022
13/12/2021,25933,11/08/2022
14/12/2021,26586,11/08/2022
15/12/2021,26821,11/08/2022
16/12/2021,27469,11/08/2022
17/12/2021,30120,11/08/2022
18/12/2021,24422,11/08/2022
19/12/2021,12619,11/08/2022
20/12/2021,38810,11/08/2022
21/12/2021,42755,11/08/2022
22/12/2021,52155,11/08/2022
23/12/2021,59163,11/08/2022
24/12/2021,59227,11/08/2022
25/12/2021,15565,11/08/2022
26/12/2021,29502,11/08/2022
27/12/2021,113454,11/08/2022
28/12/2021,131776,11/08/2022
29/12/2021,162295,11/08/2022
30/12/2021,170329,11/08/2022
31/12/2021,142615,11/08/2022
01/01/2022,37051,11/08/2022
02/01/2022,68538,11/08/2022
03/01/2022,229069,11/08/2022
04/01/2022,218151,11/08/2022
05/01/2022,220155,11/08/2022
06/01/2022,74364,11/08/2022
07/01/2022,243491,11/08/2022
08/01/2022,161636,11/08/2022
09/01/2022,75001,11/08/2022
10/01/2022,253084,11/08/2022
11/01/2022,205821,11/08/2022
12/01/2022,189535,11/08/2022
13/01/2022,176687,11/08/2022
14/01/2022,181787,11/08/2022
15/01/2022,145657,11/08/2022
16/01/2022,64831,11/08/2022
17/01/2022,240007,11/08/2022
18/01/2022,194908,11/08/2022
19/01/2022,190232,11/08/2022
20/01/2022,174622,11/08/2022
21/01/2022,174730,11/08/2022
22/01/2022,136560,11/08/2022
23/01/2022,61779,11/08/2022
24/01/2022,209535,11/08/2022
25/01/2022,159248,11/08/2022
26/01/2022,152807,11/08/2022
27/01/2022,135164,11/08/2022
28/01/2022,132509,11/08/2022
29/01/2022,103432,11/08/2022
30/01/2022,46871,11/08/2022
31/01/2022,153168,11/08/2022
01/02/2022,114745,11/08/2022
02/02/2022,106962,11/08/2022
03/02/2022,94001,11/08/2022
04/02/2022,91332,11/08/2022
05/02/2022,73819,11/08/2022
06/02/2022,33934,11/08/2022
07/02/2022,111356,11/08/2022
08/02/2022,78948,11/08/2022
09/02/2022,73666,11/08/2022
10/02/2022,63940,11/08/2022
11/02/2022,61089,11/08/2022
12/02/2022,49973,11/08/2022
13/02/2022,24159,11/08/2022
14/02/2022,77999,11/08/2022
15/02/2022,56658,11/08/2022
16/02/2022,57593,11/08/2022
17/02/2022,52216,11/08/2022
18/02/2022,50480,11/08/2022
19/02/2022,41996,11/08/2022
20/02/2022,20650,11/08/2022
21/02/2022,65724,11/08/2022
22/02/2022,46153,11/08/2022
23/02/2022,47164,11/08/2022
24/02/2022,41134,11/08/2022
25/02/2022,39011,11/08/2022
26/02/2022,31454,11/08/2022
27/02/2022,15454,11/08/2022
28/02/2022,53137,11/08/2022
01/03/2022,36738,11/08/2022
02/03/2022,43178,11/08/2022
03/03/2022,40604,11/08/2022
04/03/2022,42982,11/08/2022
05/03/2022,37871,11/08/2022
06/03/2022,19944,11/08/2022
07/03/2022,67721,11/08/2022
08/03/2022,50808,11/08/2022
09/03/2022,56423,11/08/2022
10/03/2022,56010,11/08/2022
11/03/2022,57808,11/08/2022
12/03/2022,51038,11/08/2022
13/03/2022,26602,11/08/2022
14/03/2022,97889,11/08/2022
15/03/2022,75760,11/08/2022
16/03/2022,83663,11/08/2022
17/03/2022,79063,11/08/2022
18/03/2022,75812,11/08/2022
19/03/2022,61947,11/08/2022
20/03/2022,29235,11/08/2022
21/03/2022,105132,11/08/2022
22/03/2022,77856,11/08/2022
23/03/2022,82557,11/08/2022
24/03/2022,75653,11/08/2022
25/03/2022,75511,11/08/2022
26/03/2022,61195,11/08/2022
27/03/2022,27512,11/08/2022
28/03/2022,109513,11/08/2022
29/03/2022,79403,11/08/2022
30/03/2022,77154,11/08/2022
31/03/2022,74111,11/08/2022
01/04/2022,72175,11/08/2022
02/04/2022,55689,11/08/2022
03/04/2022,25934,11/08/2022
04/04/2022,96601,11/08/2022
05/04/2022,69658,11/08/2022
06/04/2022,72170,11/08/2022
07/04/2022,66766,11/08/2022
08/04/2022,65535,11/08/2022
09/04/2022,54585,11/08/2022
10/04/2022,23964,11/08/2022
11/04/2022,90016,11/08/2022
12/04/2022,61940,11/08/2022
13/04/2022,65741,11/08/2022
14/04/2022,62740,11/08/2022
15/04/2022,64298,11/08/2022
16/04/2022,53479,11/08/2022
17/04/2022,16528,11/08/2022
18/04/2022,25610,11/08/2022
19/04/2022,109944,11/08/2022
20/04/2022,76511,11/08/2022
21/04/2022,73161,11/08/2022
22/04/2022,72434,11/08/2022
23/04/2022,55870,11/08/2022
24/04/2022,24210,11/08/2022
25/04/2022,28855,11/08/2022
26/04/2022,100101,11/08/2022
27/04/2022,64231,11/08/2022
28/04/2022,57752,11/08/2022
29/04/2022,53908,11/08/2022
30/04/2022,40910,11/08/2022
01/05/2022,15394,11/08/2022
02/05/2022,69490,11/08/2022
03/05/2022,47213,11/08/2022
04/05/2022,47107,11/08/2022
05/05/2022,43848,11/08/2022
06/05/2022,41486,11/08/2022
07/05/2022,32327,11/08/2022
08/05/2022,15206,11/08/2022
09/05/2022,60430,11/08/2022
10/05/2022,41693,11/08/2022
11/05/2022,42168,11/08/2022
12/05/2022,38335,11/08/2022
13/05/2022,36518,11/08/2022
14/05/2022,27241,11/08/2022
15/05/2022,11701,11/08/2022
16/05/2022,47869,11/08/2022
17/05/2022,30763,11/08/2022
18/05/2022,30645,11/08/2022
19/05/2022,26798,11/08/2022
20/05/2022,24502,11/08/2022
21/05/2022,18014,11/08/2022
22/05/2022,8714,11/08/2022
23/05/2022,33986,11/08/2022
24/05/2022,22496,11/08/2022
25/05/2022,22236,11/08/2022
