DATARICOVERO1,RICOVERI,iss_date
08/07/2021,90,11/08/2022
09/07/2021,81,11/08/2022
10/07/2021,71,11/08/2022
11/07/2021,71,11/08/2022
12/07/2021,84,11/08/2022
13/07/2021,109,11/08/2022
14/07/2021,95,11/08/2022
15/07/2021,105,11/08/2022
16/07/2021,118,11/08/2022
17/07/2021,120,11/08/2022
18/07/2021,116,11/08/2022
19/07/2021,166,11/08/2022
20/07/2021,159,11/08/2022
21/07/2021,176,11/08/2022
22/07/2021,197,11/08/2022
23/07/2021,187,11/08/2022
24/07/2021,187,11/08/2022
25/07/2021,213,11/08/2022
26/07/2021,212,11/08/2022
27/07/2021,209,11/08/2022
28/07/2021,225,11/08/2022
29/07/2021,212,11/08/2022
30/07/2021,256,11/08/2022
31/07/2021,231,11/08/2022
01/08/2021,236,11/08/2022
02/08/2021,272,11/08/2022
03/08/2021,302,11/08/2022
04/08/2021,282,11/08/2022
05/08/2021,283,11/08/2022
06/08/2021,314,11/08/2022
07/08/2021,285,11/08/2022
08/08/2021,267,11/08/2022
09/08/2021,348,11/08/2022
10/08/2021,328,11/08/2022
11/08/2021,332,11/08/2022
12/08/2021,324,11/08/2022
13/08/2021,361,11/08/2022
14/08/2021,324,11/08/2022
15/08/2021,302,11/08/2022
16/08/2021,406,11/08/2022
17/08/2021,346,11/08/2022
18/08/2021,393,11/08/2022
19/08/2021,360,11/08/2022
20/08/2021,347,11/08/2022
21/08/2021,371,11/08/2022
22/08/2021,289,11/08/2022
23/08/2021,377,11/08/2022
24/08/2021,380,11/08/2022
25/08/2021,368,11/08/2022
26/08/2021,409,11/08/2022
27/08/2021,380,11/08/2022
28/08/2021,366,11/08/2022
29/08/2021,322,11/08/2022
30/08/2021,326,11/08/2022
31/08/2021,347,11/08/2022
01/09/2021,350,11/08/2022
02/09/2021,373,11/08/2022
03/09/2021,339,11/08/2022
04/09/2021,338,11/08/2022
05/09/2021,263,11/08/2022
06/09/2021,344,11/08/2022
07/09/2021,339,11/08/2022
08/09/2021,314,11/08/2022
09/09/2021,304,11/08/2022
10/09/2021,305,11/08/2022
11/09/2021,293,11/08/2022
12/09/2021,244,11/08/2022
13/09/2021,328,11/08/2022
14/09/2021,272,11/08/2022
15/09/2021,249,11/08/2022
16/09/2021,281,11/08/2022
17/09/2021,263,11/08/2022
18/09/2021,233,11/08/2022
19/09/2021,208,11/08/2022
20/09/2021,231,11/08/2022
21/09/2021,234,11/08/2022
22/09/2021,208,11/08/2022
23/09/2021,243,11/08/2022
24/09/2021,199,11/08/2022
25/09/2021,183,11/08/2022
26/09/2021,157,11/08/2022
27/09/2021,223,11/08/2022
28/09/2021,188,11/08/2022
29/09/2021,170,11/08/2022
30/09/2021,179,11/08/2022
01/10/2021,199,11/08/2022
02/10/2021,173,11/08/2022
03/10/2021,152,11/08/2022
04/10/2021,177,11/08/2022
05/10/2021,174,11/08/2022
06/10/2021,153,11/08/2022
07/10/2021,166,11/08/2022
08/10/2021,149,11/08/2022
09/10/2021,137,11/08/2022
10/10/2021,126,11/08/2022
11/10/2021,146,11/08/2022
12/10/2021,161,11/08/2022
13/10/2021,159,11/08/2022
14/10/2021,142,11/08/2022
15/10/2021,173,11/08/2022
16/10/2021,158,11/08/2022
17/10/2021,141,11/08/2022
18/10/2021,194,11/08/2022
19/10/2021,216,11/08/2022
20/10/2021,195,11/08/2022
21/10/2021,195,11/08/2022
22/10/2021,240,11/08/2022
23/10/2021,185,11/08/2022
24/10/2021,189,11/08/2022
25/10/2021,231,11/08/2022
26/10/2021,222,11/08/2022
27/10/2021,264,11/08/2022
28/10/2021,239,11/08/2022
29/10/2021,253,11/08/2022
30/10/2021,247,11/08/2022
31/10/2021,236,11/08/2022
01/11/2021,225,11/08/2022
02/11/2021,292,11/08/2022
03/11/2021,291,11/08/2022
04/11/2021,327,11/08/2022
05/11/2021,309,11/08/2022
06/11/2021,261,11/08/2022
07/11/2021,248,11/08/2022
08/11/2021,337,11/08/2022
09/11/2021,312,11/08/2022
10/11/2021,325,11/08/2022
11/11/2021,300,11/08/2022
12/11/2021,366,11/08/2022
13/11/2021,356,11/08/2022
14/11/2021,302,11/08/2022
15/11/2021,392,11/08/2022
16/11/2021,421,11/08/2022
17/11/2021,398,11/08/2022
18/11/2021,390,11/08/2022
19/11/2021,417,11/08/2022
20/11/2021,379,11/08/2022
21/11/2021,360,11/08/2022
22/11/2021,457,11/08/2022
23/11/2021,462,11/08/2022
24/11/2021,427,11/08/2022
25/11/2021,468,11/08/2022
26/11/2021,493,11/08/2022
27/11/2021,443,11/08/2022
28/11/2021,386,11/08/2022
29/11/2021,514,11/08/2022
30/11/2021,480,11/08/2022
01/12/2021,473,11/08/2022
02/12/2021,548,11/08/2022
03/12/2021,534,11/08/2022
04/12/2021,520,11/08/2022
05/12/2021,458,11/08/2022
06/12/2021,642,11/08/2022
07/12/2021,556,11/08/2022
08/12/2021,538,11/08/2022
09/12/2021,639,11/08/2022
10/12/2021,631,11/08/2022
11/12/2021,624,11/08/2022
12/12/2021,524,11/08/2022
13/12/2021,706,11/08/2022
14/12/2021,696,11/08/2022
15/12/2021,687,11/08/2022
16/12/2021,706,11/08/2022
17/12/2021,750,11/08/2022
18/12/2021,670,11/08/2022
19/12/2021,648,11/08/2022
20/12/2021,800,11/08/2022
21/12/2021,847,11/08/2022
22/12/2021,857,11/08/2022
23/12/2021,845,11/08/2022
24/12/2021,960,11/08/2022
25/12/2021,907,11/08/2022
26/12/2021,925,11/08/2022
27/12/2021,1214,11/08/2022
28/12/2021,1252,11/08/2022
29/12/2021,1353,11/08/2022
30/12/2021,1247,11/08/2022
31/12/2021,1343,11/08/2022
01/01/2022,1272,11/08/2022
02/01/2022,1169,11/08/2022
03/01/2022,1631,11/08/2022
04/01/2022,1799,11/08/2022
05/01/2022,1766,11/08/2022
06/01/2022,1575,11/08/2022
07/01/2022,1694,11/08/2022
08/01/2022,1634,11/08/2022
09/01/2022,1367,11/08/2022
10/01/2022,1718,11/08/2022
11/01/2022,1667,11/08/2022
12/01/2022,1687,11/08/2022
13/01/2022,1628,11/08/2022
14/01/2022,1647,11/08/2022
15/01/2022,1567,11/08/2022
16/01/2022,1262,11/08/2022
17/01/2022,1778,11/08/2022
18/01/2022,1817,11/08/2022
19/01/2022,1667,11/08/2022
20/01/2022,1631,11/08/2022
21/01/2022,1532,11/08/2022
22/01/2022,1437,11/08/2022
23/01/2022,1189,11/08/2022
24/01/2022,1608,11/08/2022
25/01/2022,1540,11/08/2022
26/01/2022,1521,11/08/2022
27/01/2022,1455,11/08/2022
28/01/2022,1398,11/08/2022
29/01/2022,1276,11/08/2022
30/01/2022,1079,11/08/2022
31/01/2022,1439,11/08/2022
01/02/2022,1353,11/08/2022
02/02/2022,1394,11/08/2022
03/02/2022,1263,11/08/2022
04/02/2022,1211,11/08/2022
05/02/2022,1027,11/08/2022
06/02/2022,920,11/08/2022
07/02/2022,1170,11/08/2022
08/02/2022,1118,11/08/2022
09/02/2022,1111,11/08/2022
10/02/2022,1012,11/08/2022
11/02/2022,932,11/08/2022
12/02/2022,875,11/08/2022
13/02/2022,707,11/08/2022
14/02/2022,974,11/08/2022
15/02/2022,871,11/08/2022
16/02/2022,790,11/08/2022
17/02/2022,794,11/08/2022
18/02/2022,778,11/08/2022
19/02/2022,700,11/08/2022
20/02/2022,585,11/08/2022
21/02/2022,808,11/08/2022
22/02/2022,702,11/08/2022
23/02/2022,710,11/08/2022
24/02/2022,613,11/08/2022
25/02/2022,604,11/08/2022
26/02/2022,515,11/08/2022
27/02/2022,429,11/08/2022
28/02/2022,618,11/08/2022
01/03/2022,638,11/08/2022
02/03/2022,604,11/08/2022
03/03/2022,637,11/08/2022
04/03/2022,580,11/08/2022
05/03/2022,504,11/08/2022
06/03/2022,468,11/08/2022
07/03/2022,598,11/08/2022
08/03/2022,603,11/08/2022
09/03/2022,600,11/08/2022
10/03/2022,583,11/08/2022
11/03/2022,642,11/08/2022
12/03/2022,572,11/08/2022
13/03/2022,565,11/08/2022
14/03/2022,679,11/08/2022
15/03/2022,769,11/08/2022
16/03/2022,755,11/08/2022
17/03/2022,766,11/08/2022
18/03/2022,712,11/08/2022
19/03/2022,666,11/08/2022
20/03/2022,590,11/08/2022
21/03/2022,823,11/08/2022
22/03/2022,778,11/08/2022
23/03/2022,810,11/08/2022
24/03/2022,736,11/08/2022
25/03/2022,764,11/08/2022
26/03/2022,740,11/08/2022
27/03/2022,635,11/08/2022
28/03/2022,851,11/08/2022
29/03/2022,888,11/08/2022
30/03/2022,817,11/08/2022
31/03/2022,877,11/08/2022
01/04/2022,765,11/08/2022
02/04/2022,663,11/08/2022
03/04/2022,548,11/08/2022
04/04/2022,773,11/08/2022
05/04/2022,774,11/08/2022
06/04/2022,804,11/08/2022
07/04/2022,825,11/08/2022
08/04/2022,774,11/08/2022
09/04/2022,707,11/08/2022
10/04/2022,542,11/08/2022
11/04/2022,745,11/08/2022
12/04/2022,782,11/08/2022
13/04/2022,768,11/08/2022
14/04/2022,771,11/08/2022
15/04/2022,717,11/08/2022
16/04/2022,691,11/08/2022
17/04/2022,534,11/08/2022
18/04/2022,596,11/08/2022
19/04/2022,819,11/08/2022
20/04/2022,838,11/08/2022
21/04/2022,722,11/08/2022
22/04/2022,722,11/08/2022
23/04/2022,618,11/08/2022
24/04/2022,554,11/08/2022
25/04/2022,531,11/08/2022
26/04/2022,757,11/08/2022
27/04/2022,745,11/08/2022
28/04/2022,703,11/08/2022
29/04/2022,667,11/08/2022
30/04/2022,531,11/08/2022
01/05/2022,487,11/08/2022
02/05/2022,668,11/08/2022
03/05/2022,629,11/08/2022
04/05/2022,597,11/08/2022
05/05/2022,580,11/08/2022
06/05/2022,569,11/08/2022
07/05/2022,454,11/08/2022
08/05/2022,400,11/08/2022
09/05/2022,532,11/08/2022
10/05/2022,575,11/08/2022
11/05/2022,558,11/08/2022
12/05/2022,551,11/08/2022
13/05/2022,474,11/08/2022
14/05/2022,446,11/08/2022
15/05/2022,361,11/08/2022
16/05/2022,487,11/08/2022
17/05/2022,487,11/08/2022
18/05/2022,481,11/08/2022
19/05/2022,395,11/08/2022
20/05/2022,389,11/08/2022
21/05/2022,326,11/08/2022
22/05/2022,298,11/08/2022
23/05/2022,401,11/08/2022
24/05/2022,377,11/08/2022
25/05/2022,380,11/08/2022
26/05/2022,346,11/08/2022
27/05/2022,317,11/08/2022
28/05/2022,285,11/08/2022
29/05/2022,260,11/08/2022
30/05/2022,333,11/08/2022
31/05/2022,343,11/08/2022
01/06/2022,320,11/08/2022
02/06/2022,243,11/08/2022
03/06/2022,333,11/08/2022
04/06/2022,288,11/08/2022
05/06/2022,262,11/08/2022
06/06/2022,358,11/08/2022
07/06/2022,364,11/08/2022
08/06/2022,361,11/08/2022
09/06/2022,307,11/08/2022
10/06/2022,332,11/08/2022
11/06/2022,300,11/08/2022
13/06/2022,405,11/08/2022
14/06/2022,459,11/08/2022
15/06/2022,471,11/08/2022
16/06/2022,466,11/08/2022
17/06/2022,464,11/08/2022
18/06/2022,457,11/08/2022
19/06/2022,421,11/08/2022
20/06/2022,562,11/08/2022
21/06/2022,595,11/08/2022
22/06/2022,564,11/08/2022
23/06/2022,636,11/08/2022
24/06/2022,602,11/08/2022
25/06/2022,646,11/08/2022
